,cluster,polygon,count
0,0,"POLYGON ((13.432316730465253 52.53513410603655, 13.43230360177626 52.535123338361636, 13.432288801207262 52.535113405284044, 13.432272471295828 52.53510440246535, 13.432254769307931 52.535096416608205, 13.432235865723396 52.53508952462138, 13.43221594259407 52.53508379287897, 13.43219519179058 52.53507927658127, 13.432173813154515 52.53507601922308, 13.432152012573816 52.535074052174814, 13.43213 52.535073394380404, 13.432107987426186 52.535074052174814, 13.432086186845488 52.53507601922308, 13.432064808209422 52.53507927658127, 13.432044057405934 52.53508379287897, 13.432024134276606 52.53508952462138, 13.432005230692072 52.535096416608205, 13.431987528704175 52.53510440246535, 13.43197119879274 52.535113405284044, 13.431956398223742 52.535123338361636, 13.431943269534749 52.53513410603655, 13.431931939162212 52.53514560460964, 13.431922516223816 52.53515772334281, 13.431915091467607 52.53517034552558, 13.431909736398044 52.53518334959906, 13.43190650258738 52.5351966103266, 13.431905421178971 52.535210000000006, 13.43190650258738 52.53522338966931, 13.431909736398044 52.53523665038477, 13.431915091467607 52.5352496544386, 13.431922516223816 52.53526227659495, 13.431931939162212 52.53527439529592, 13.431943269534749 52.53528589383227, 13.431956398223742 52.53529666146733, 13.43197119879274 52.53530659450346, 13.431983214526912 52.535313218849126, 13.43198821916221 52.53531965522954, 13.431999549534748 52.53533115375403, 13.432010314397248 52.53533998266234, 13.432013409534747 52.53534312373335, 13.432026538223742 52.53535389135437, 13.43204133879274 52.53536382437757, 13.432057668704173 52.535372827143064, 13.432075370692068 52.535380812949924, 13.432087252177764 52.53538514474741, 13.432087636398041 52.53538672029368, 13.432092991467604 52.535399724303076, 13.432100416223813 52.53541234641627, 13.432109839162209 52.53542446507583, 13.432121169534746 52.53543596357287, 13.432134298223739 52.535446731171135, 13.43214877457944 52.535456446586316, 13.432151829162208 52.53546037502316, 13.432163159534745 52.53547187351081, 13.43217628822374 52.53548264110026, 13.432191088792738 52.53549257409431, 13.432207418704172 52.535501576833425, 13.432225120692069 52.53550956261687, 13.432244024276605 52.53551645453778, 13.43226394740593 52.535522186223695, 13.432284698209418 52.53552670247585, 13.432306076845485 52.5355299598006, 13.432327877426182 52.53553192682845, 13.43234989 52.53553258461599, 13.432371902573815 52.53553192682845, 13.432393703154512 52.5355299598006, 13.432415081790579 52.53552670247585, 13.432435832594066 52.535522186223695, 13.432455755723392 52.53551645453778, 13.432474659307928 52.53550956261687, 13.432492361295823 52.535501576833425, 13.432508691207259 52.53549257409431, 13.432523491776257 52.53548264110026, 13.43253662046525 52.53547187351081, 13.432547950837789 52.53546037502316, 13.432557373776183 52.53544825637352, 13.432564798532393 52.53543563427064, 13.432570153601954 52.53542263027189, 13.43257338741262 52.5354093696126, 13.432574468821029 52.53539598, 13.43257338741262 52.53538259038331, 13.432570153601954 52.535369329711926, 13.432564798532393 52.535356325693535, 13.432557373776183 52.53534370356422, 13.432547950837789 52.535331584882385, 13.43253662046525 52.535320086358006, 13.432523491776257 52.53530931872869, 13.43250901542167 52.53529960328165, 13.432505960837787 52.53529567482972, 13.43249463046525 52.53528417629593, 13.432481501776257 52.53527340865782, 13.43246670120726 52.53526347561417, 13.432450371295825 52.53525447282625, 13.432432669307927 52.535246486996414, 13.432420787822277 52.53524215518502, 13.432420403601956 52.53524057963379, 13.432415048532395 52.53522757557727, 13.432407623776184 52.53521495341095, 13.432398200837788 52.53520283469357, 13.432386870465251 52.53519133613547, 13.432376105603801 52.535182507197746, 13.432373010465252 52.53517936611478, 13.432359881776257 52.53516859845096, 13.43234508120726 52.535158665383605, 13.432333065473728 52.53515204101461, 13.43232806083779 52.53514560460964, 13.432316730465253 52.53513410603655))",5
1,1,"POLYGON ((13.470780263601958 52.51403333676386, 13.470774908532395 52.51402032642746, 13.470767483776186 52.51400769816568, 13.47075806083779 52.51399557359596, 13.470746730465253 52.51398406948503, 13.47073360177626 52.51397329662426, 13.470718801207262 52.513963358762766, 13.470702471295828 52.513954351608206, 13.47068476930793 52.51394636190498, 13.470665865723396 52.51393946659886, 13.47064594259407 52.513933732095985, 13.47062519179058 52.513929213623186, 13.470603813154515 52.513925954696205, 13.470582012573816 52.51392398670059, 13.47056 52.51392332858937, 13.470537987426185 52.51392398670059, 13.470516186845487 52.513925954696205, 13.470494808209422 52.513929213623186, 13.470474057405932 52.513933732095985, 13.470454134276606 52.51393946659886, 13.470435230692072 52.51394636190498, 13.470417528704173 52.513954351608206, 13.47040119879274 52.513963358762766, 13.470386398223742 52.51397329662426, 13.470373269534749 52.51398406948503, 13.470361939162212 52.51399557359596, 13.470352516223816 52.51400769816568, 13.470345091467607 52.51402032642746, 13.470339736398044 52.51403333676386, 13.47033650258738 52.51404660387795, 13.470335421178971 52.51406, 13.47033650258738 52.51407339611796, 13.470339736398044 52.514086663219956, 13.470345091467607 52.51409967353672, 13.470352516223816 52.51411230177206, 13.470361939162212 52.514124426309564, 13.470373269534749 52.51413593038376, 13.470386398223742 52.51414670320467, 13.47040119879274 52.5141566410247, 13.470417528704173 52.5141656481378, 13.470435230692072 52.51417363780114, 13.470454134276606 52.51418053307051, 13.470460493514132 52.51418236344868, 13.470459491178971 52.51419477999999, 13.470460572587378 52.51420817607686, 13.470463806398044 52.51422144313817, 13.470469161467605 52.51423445341502, 13.470476586223816 52.514247081611636, 13.47048600916221 52.51425920611196, 13.470497339534747 52.51427071015087, 13.470510468223742 52.51428148293873, 13.47052526879274 52.51429142072827, 13.470541598704173 52.514300427813744, 13.47055930069207 52.5143084174526, 13.470578204276606 52.5143153127008, 13.470598127405932 52.514321047153885, 13.470618878209422 52.5143255655864, 13.470640256845487 52.51432882448374, 13.470662057426184 52.51433079246122, 13.47068407 52.514331450566345, 13.470706082573816 52.51433079246122, 13.470727883154515 52.51432882448374, 13.470738288729144 52.51432723828809, 13.470742162573815 52.514327122472594, 13.470763963154514 52.514325154494934, 13.47078534179058 52.514321895597334, 13.470806092594069 52.51431737716444, 13.470826015723395 52.51431164271087, 13.4708425424394 52.51430561444581, 13.470852776845485 52.514307174549785, 13.470874577426182 52.51430914252825, 13.470896589999999 52.51430980063368, 13.470918602573814 52.51430914252825, 13.470940403154513 52.514307174549785, 13.470961781790578 52.51430391565084, 13.470982532594066 52.5142993972161, 13.471001681759498 52.514293885529504, 13.471012837426183 52.51429489257235, 13.47103485 52.514295550678, 13.471056862573816 52.51429489257235, 13.471078663154515 52.51429292459325, 13.47110004179058 52.51428966569325, 13.471120792594068 52.51428514725705, 13.471140715723395 52.51427941279927, 13.471159619307931 52.514272517545436, 13.471177321295826 52.51426452790005, 13.47119365120726 52.51425552080722, 13.47120845177626 52.51424558300956, 13.471221580465253 52.5142348102129, 13.47123291083779 52.51422330616459, 13.471242333776184 52.51421118165437, 13.471249758532394 52.514198553447436, 13.471255113601956 52.51418554315995, 13.471258347412622 52.514172276087805, 13.47125942882103 52.51415887999999, 13.471258347412622 52.514145483908095, 13.471255113601956 52.51413221682386, 13.471249758532394 52.51411920651673, 13.471242333776184 52.514106578283375, 13.47123291083779 52.51409445374094, 13.471221580465253 52.51408294965588, 13.47120845177626 52.514072176819354, 13.47119365120726 52.51406223898023, 13.471177321295826 52.51405323184593, 13.471159619307931 52.51404524216068, 13.471140715723395 52.514038346870095, 13.471120792594068 52.51403261238011, 13.47110004179058 52.514028093917474, 13.471078663154515 52.514024834997834, 13.471056862573816 52.51402286700664, 13.47103485 52.514022208896904, 13.471012837426183 52.51402286700664, 13.470991036845488 52.514024834997834, 13.47096965820942 52.514028093917474, 13.470948907405933 52.51403261238011, 13.470929758240471 52.514038124099464, 13.470918602573814 52.51403711705076, 13.470896589999999 52.514036458941234, 13.470874577426182 52.51403711705076, 13.470852776845485 52.51403908504131, 13.47083139820942 52.51404234395989, 13.47081064740593 52.51404686242106, 13.470790724276604 52.51405259690918, 13.470784174076854 52.51405498616588, 13.470783497412622 52.51404660387795, 13.470780263601958 52.51403333676386))",6
2,2,"POLYGON ((13.44868305083779 52.50478264008919, 13.448671720465253 52.50477113356645, 13.44865859177626 52.50476035844718, 13.44864379120726 52.50475041850226, 13.448627461295827 52.50474140945937, 13.44860975930793 52.50473341808113, 13.448590855723396 52.50472652132945, 13.448570932594068 52.50472078562435, 13.44855018179058 52.50471626620426, 13.448528803154515 52.504713006594066, 13.448507002573816 52.50471103818587, 13.44848499 52.50471037993668, 13.448462977426184 52.50471103818587, 13.448441176845487 52.504713006594066, 13.44841979820942 52.50471626620426, 13.448399047405932 52.50472078562435, 13.448379124276606 52.50472652132945, 13.44836022069207 52.50473341808113, 13.448342518704173 52.50474140945937, 13.44832618879274 52.50475041850226, 13.448311388223742 52.50476035844718, 13.448298259534747 52.50477113356645, 13.44828692916221 52.50478264008919, 13.448277506223816 52.50479476720078, 13.448270081467605 52.504807398110025, 13.448264726398044 52.50482041117401, 13.448261492587378 52.5048336810695, 13.448260411178971 52.50484707999999, 13.448261492587378 52.50486047892641, 13.448264726398044 52.50487374880981, 13.448270081467605 52.50488676185414, 13.448277506223816 52.50489939273696, 13.44828692916221 52.50491151981633, 13.448292369381793 52.50491704459588, 13.448293841467605 52.50492062182358, 13.448301266223815 52.50493325269666, 13.44831068916221 52.504945379766696, 13.448322019534746 52.50495688624383, 13.448330551969015 52.50496388904402, 13.44833094258738 52.50496872889342, 13.448334176398046 52.50498199874413, 13.448339531467605 52.50499501175642, 13.448346956223817 52.50500764260813, 13.448356379162211 52.50501976965764, 13.448359242481892 52.50502267747612, 13.448359296398046 52.50502289871933, 13.448364651467605 52.5050359117195, 13.448372076223817 52.505048542559464, 13.448372905178791 52.50504960939958, 13.448376616223813 52.50505592255068, 13.448380845451487 52.50506136543855, 13.448381971467605 52.50506410169405, 13.448389396223817 52.50507673252591, 13.448389794052897 52.50507724451963, 13.448391756223815 52.50508058252132, 13.448392033561477 52.50508093944629, 13.448393346223813 52.50508317251824, 13.44839360134884 52.505083500856216, 13.448394766223815 52.50508548251549, 13.448404189162211 52.50509760954353, 13.44840425476351 52.50509767616422, 13.448407631467605 52.50510588165634, 13.448415056223817 52.505118512476194, 13.448424479162211 52.505130639495114, 13.448431428578086 52.50513769689394, 13.448432496398043 52.50514207864701, 13.448437851467604 52.50515509161191, 13.448445276223815 52.505167722417625, 13.448445619614027 52.5051681643493, 13.448447176223816 52.505170812413944, 13.44845659916221 52.50518293941845, 13.448467929534747 52.50519444583339, 13.448473057448325 52.50519865442838, 13.448473192587377 52.505200328822816, 13.448476426398043 52.50521359860362, 13.448481781467603 52.50522661154734, 13.448489206223815 52.50523924233251, 13.44849862916221 52.505251369318124, 13.448508434721463 52.505261327212935, 13.448509736398044 52.50526666857142, 13.448515091467604 52.50527968149944, 13.448522516223816 52.50529231226935, 13.44853193916221 52.50530443924033, 13.448543269534747 52.505315945623465, 13.448556398223742 52.50532672060654, 13.44857119879274 52.50533666042114, 13.448587528704174 52.505345669342034, 13.448605230692069 52.50535366060897, 13.448624134276606 52.50536055726224, 13.448644057405932 52.50536629288387, 13.44866480820942 52.50537081223712, 13.448686186845487 52.505374071798535, 13.448707987426184 52.505376040177055, 13.448730000000001 52.50537669841627, 13.448752012573815 52.505376040177055, 13.448773813154514 52.505374071798535, 13.44879519179058 52.50537081223712, 13.448815942594068 52.50536629288387, 13.448835865723394 52.50536055726224, 13.44885476930793 52.50535366060897, 13.448872471295827 52.505345669342034, 13.44888880120726 52.50533666042114, 13.448903601776259 52.50532672060654, 13.448916730465251 52.505315945623465, 13.448928060837789 52.50530443924033, 13.448937483776184 52.50529231226935, 13.448944908532395 52.50527968149944, 13.448950263601956 52.50526666857142, 13.448953497412623 52.50525339880664, 13.44895457882103 52.50524, 13.448953497412623 52.50522660118928, 13.448950263601956 52.5052133314124, 13.448944908532395 52.50520031846474, 13.448937483776184 52.505187687668396, 13.448928060837789 52.50517556066521, 13.44891825527874 52.50516560275083, 13.448916953601955 52.50516026138019, 13.448911598532394 52.505147248416826, 13.448904173776183 52.50513461760522, 13.448894750837788 52.5051224905874, 13.44888342046525 52.505110984153625, 13.448878292551658 52.5051067755496, 13.448878157412622 52.50510510115224, 13.448874923601956 52.505091831338675, 13.448869568532395 52.505078818355045, 13.448862143776184 52.50506618752379, 13.448861800387133 52.50506574559247, 13.448860243776183 52.505063097520114, 13.448850820837789 52.50505097048256, 13.448843871421973 52.50504391306916, 13.448842803601957 52.50503953130694, 13.448837448532396 52.50502651830784, 13.448830023776186 52.50501388746155, 13.44882060083779 52.505001760410416, 13.448820535237104 52.505001693790184, 13.448817158532394 52.504993488278025, 13.448809733776184 52.50498085742225, 13.448809478652143 52.50498052908468, 13.448808313776183 52.50497854741948, 13.44880803643952 52.504978190494874, 13.448806723776183 52.50497595741642, 13.448806325948503 52.50497544542318, 13.448804363776183 52.504972107411824, 13.448800134548343 52.50496666451186, 13.448799008532392 52.50496392825134, 13.448791583776183 52.504951297387066, 13.448790754822754 52.50495023054629, 13.448787043776184 52.50494391737828, 13.44877762083779 52.50493179030784, 13.448774757517944 52.50492888248261, 13.448774703601956 52.504928661239674, 13.448769348532396 52.50491564820774, 13.448761923776184 52.504903017329596, 13.44875250083779 52.50489089024787, 13.448741170465253 52.50487938375347, 13.448732638031014 52.50487238093923, 13.448732247412622 52.50486754107982, 13.448729013601955 52.504854271194546, 13.448723658532394 52.504841258140594, 13.448716233776183 52.50482862724107, 13.44870681083779 52.50481650013883, 13.448701370618219 52.50481097534591, 13.448699898532395 52.504807398110025, 13.448692473776184 52.50479476720078, 13.44868305083779 52.50478264008919))",15
3,3,"POLYGON ((13.453945543601954 52.51870002959559, 13.453940188532393 52.51868702064094, 13.453932763776182 52.518674393720325, 13.453923340837788 52.51866227043829, 13.45391201046525 52.518650767549126, 13.453898881776258 52.51863999583247, 13.453884081207258 52.51863005902642, 13.453867751295826 52.51862105282845, 13.453850049307928 52.51861306397376, 13.453831145723393 52.51860616939995, 13.453811222594068 52.5186004355061, 13.453790471790578 52.518595917513174, 13.453769093154513 52.518592658932306, 13.453747292573814 52.5185906911457, 13.453725279999999 52.518590033104374, 13.453703267426182 52.5185906911457, 13.453681466845484 52.518592658932306, 13.45366008820942 52.518595917513174, 13.453639337405932 52.5186004355061, 13.453619414276604 52.51860616939995, 13.453600510692068 52.51861306397376, 13.453582808704171 52.51862105282845, 13.453566478792737 52.51863005902642, 13.45355167822374 52.51863999583247, 13.453538549534745 52.518650767549126, 13.453527219162208 52.51866227043829, 13.453517796223814 52.518674393720325, 13.453510371467603 52.51868702064094, 13.453505016398042 52.51870002959559, 13.453504727427585 52.51870121500725, 13.453499736398042 52.518713339603686, 13.453496502587376 52.51872660530474, 13.45349542117897 52.51874, 13.453495801051345 52.51874470522804, 13.453483329534746 52.51875493772914, 13.45347199916221 52.51876644059103, 13.453462576223814 52.51877856384432, 13.453455151467605 52.51879119073499, 13.453449796398042 52.5188041996588, 13.453446562587377 52.518817465332425, 13.453445481178969 52.51883085999999, 13.453446562587377 52.51884425466348, 13.453449796398042 52.518857520325, 13.453455151467605 52.518870529229176, 13.453462576223814 52.51888315609341, 13.45347199916221 52.518895279314506, 13.453483329534746 52.518906782139645, 13.45349645822374 52.51891755379089, 13.453511258792737 52.51892749053192, 13.453527588704171 52.518936496667074, 13.453545290692068 52.51894448546296, 13.453564194276604 52.51895137998366, 13.45358411740593 52.51895711383172, 13.45360486820942 52.518961631787505, 13.453626246845484 52.518964890341, 13.453648047426183 52.51896685811085, 13.453670059999999 52.51896751614653, 13.453692072573814 52.51896685811085, 13.453713873154511 52.518964890341, 13.453735251790578 52.518961631787505, 13.453756002594066 52.51895711383172, 13.453775925723392 52.51895137998366, 13.45379482930793 52.51894448546296, 13.453812531295824 52.518936496667074, 13.453828861207258 52.51892749053192, 13.453843661776258 52.51891755379089, 13.453856790465249 52.518906782139645, 13.453868120837788 52.518895279314506, 13.453877543776184 52.51888315609341, 13.453879613012328 52.518879637060174, 13.45388754177626 52.51887431387622, 13.453900670465252 52.518863542214376, 13.45391200083779 52.5188520393779, 13.453921423776183 52.518839916144884, 13.453928848532394 52.518827289268216, 13.453934203601955 52.51881428035124, 13.453937437412621 52.51880101467666, 13.453938189515055 52.51879169889102, 13.453940263601956 52.51878666036801, 13.45394349741262 52.518773394685084, 13.453944578821028 52.51876000000001, 13.453944288188827 52.518756400131565, 13.453945543601954 52.51875335038822, 13.45394877741262 52.51874008469523, 13.453949858821028 52.518726689999994, 13.45394877741262 52.51871329530067, 13.453945543601954 52.51870002959559))",5
4,4,"POLYGON ((13.436396186845487 52.517365965190116, 13.436374808209418 52.51736922386195, 13.436355193655725 52.517373494582806, 13.43635 52.51737333931997, 13.436327987426184 52.5173739973795, 13.436306186845485 52.517375965220616, 13.436284808209418 52.51737922389172, 13.43626405740593 52.51738374200977, 13.436244134276604 52.517389476062405, 13.436225230692068 52.517396370827136, 13.436214444762115 52.51740123862017, 13.43620519179058 52.51739922395126, 13.436183813154514 52.51739596528164, 13.436162012573815 52.517393997441424, 13.43614 52.51739333938218, 13.436117987426185 52.517393997441424, 13.436096186845486 52.51739596528164, 13.43607480820942 52.51739922395126, 13.436054057405931 52.517403742067245, 13.436034134276605 52.51740947611728, 13.436015230692071 52.51741637087886, 13.435997528704172 52.51742435995116, 13.435981198792739 52.51743336639444, 13.43596639822374 52.51744330347114, 13.435953269534748 52.51745407548119, 13.43594193916221 52.51746557868367, 13.435932516223815 52.51747770229592, 13.435925091467606 52.51749032956045, 13.435919736398043 52.51750333886944, 13.435916502587379 52.517516604935835, 13.43591542117897 52.51753, 13.435916502587379 52.51754339506007, 13.435919736398043 52.517556661114384, 13.435925091467606 52.51756967040374, 13.435932516223815 52.51758229764184, 13.43594193916221 52.51759442122188, 13.435953269534748 52.51760592438762, 13.43596639822374 52.5176166963578, 13.435981198792739 52.51762663339303, 13.435997528704172 52.517635639794854, 13.436015230692071 52.51764362882728, 13.436034134276605 52.51765052355211, 13.436054057405931 52.517656257569946, 13.43607480820942 52.51766077565949, 13.436096186845486 52.517664034309476, 13.436117987426185 52.517666002137595, 13.43614 52.51766666019275, 13.436162012573815 52.517666002137595, 13.436183813154514 52.517664034309476, 13.43620519179058 52.51766077565949, 13.436225942594069 52.517656257569946, 13.436245865723395 52.51765052355211, 13.436264769307929 52.51764362882728, 13.43627555523755 52.5176387610609, 13.436284808209418 52.517640775719016, 13.436285492221586 52.517640879979986, 13.436286502587375 52.517653395026535, 13.436289736398042 52.517666661047635, 13.436295091467603 52.51767967030441, 13.436302516223813 52.5176922975109, 13.43631121489172 52.517703489214405, 13.43631112117897 52.517704650000006, 13.436312202587377 52.51771804500684, 13.436315436398045 52.51773131100841, 13.436320791467605 52.51774432024605, 13.436328216223817 52.51775694743395, 13.436337639162211 52.517769070965805, 13.436348969534748 52.51778057408581, 13.436362098223743 52.517791346013176, 13.43637689879274 52.517801283008914, 13.436393228704175 52.51781028937493, 13.43641093069207 52.51781827837559, 13.436429834276607 52.51782517307303, 13.436449757405933 52.51783090706807, 13.436470508209421 52.51783542513966, 13.436491886845488 52.517838683776695, 13.436513687426185 52.51784065159698, 13.4365357 52.517841309649526, 13.436557712573816 52.51784065159698, 13.436579513154514 52.517838683776695, 13.436600891790581 52.51783542513966, 13.43662164259407 52.51783090706807, 13.436641565723395 52.51782517307303, 13.436660469307931 52.51781827837559, 13.436678171295828 52.51781028937493, 13.436694501207262 52.517801283008914, 13.43670930177626 52.517791346013176, 13.436722430465252 52.51778057408581, 13.43673376083779 52.517769070965805, 13.436743183776183 52.51775694743395, 13.436750608532396 52.51774432024605, 13.436755963601955 52.51773131100841, 13.436759197412622 52.51771804500684, 13.43676027882103 52.517704650000006, 13.436759197412622 52.51769125498908, 13.436755963601955 52.51767798897542, 13.436750608532396 52.51766497971814, 13.436749229505567 52.51766263441995, 13.436750967412623 52.51765550502589, 13.436752048821031 52.517642110000004, 13.436750967412623 52.517628714970016, 13.436747733601955 52.51761544893747, 13.436742378532395 52.51760243966167, 13.436734953776183 52.51758981242936, 13.436725530837789 52.51757768884804, 13.436714200465252 52.51756618567492, 13.436701071776259 52.51755541369236, 13.43668627120726 52.517545476641004, 13.436683160379818 52.51754376092935, 13.436685518532396 52.51753975043075, 13.436690873601956 52.517526741132535, 13.436694107412624 52.5175134750692, 13.436695188821032 52.51750007999999, 13.436694107412624 52.51748668492671, 13.436690873601956 52.517473418851274, 13.436685518532396 52.51746040953343, 13.436678093776184 52.5174477822603, 13.43666867083779 52.51743565863978, 13.436657340465253 52.51742415542948, 13.43664421177626 52.51741338341209, 13.43662941120726 52.51740344632862, 13.436613081295826 52.51739443987921, 13.436595379307931 52.51738645080149, 13.436576475723395 52.5173795560352, 13.436556552594068 52.51737382198125, 13.436535801790582 52.517369303862196, 13.436514423154515 52.51736604519036, 13.436492622573816 52.5173640773488, 13.436470610000002 52.51736341928911, 13.436456643033276 52.51736383682765, 13.43644 52.517363339288856, 13.436417987426182 52.517363997348546, 13.436396186845487 52.517365965190116))",9
5,5,"POLYGON ((13.357240470837787 52.486670483540415, 13.35722914046525 52.48665897227706, 13.357216011776258 52.48664819271853, 13.35720121120726 52.486638248678425, 13.357184881295826 52.48662923592388, 13.357167179307929 52.48662124125325, 13.357148275723393 52.48661434166017, 13.357128352594067 52.486608603591996, 13.357107601790577 52.486604082309945, 13.357086223154512 52.48660082135682, 13.357064422573814 52.48659885213764, 13.357042409999998 52.48659819361727, 13.357020397426181 52.48659885213764, 13.356998596845484 52.48660082135682, 13.356977218209419 52.486604082309945, 13.356956467405931 52.486608603591996, 13.356936544276603 52.48661434166017, 13.356917640692068 52.48662124125325, 13.356899938704172 52.48662923592388, 13.356883608792737 52.486638248678425, 13.356868808223739 52.48664819271853, 13.356855679534746 52.48665897227706, 13.356844349162207 52.486670483540415, 13.356834926223813 52.48668261564827, 13.356827501467603 52.48669525176137, 13.356822146398041 52.48670827018664, 13.356818912587375 52.48672154554924, 13.356817831178969 52.48673495, 13.356818912587375 52.486748354446675, 13.356822146398041 52.48676162979717, 13.356827501467603 52.4867746482028, 13.356834926223813 52.486787284289456, 13.356840444280888 52.486794388812804, 13.356835230692072 52.48679629170578, 13.356817528704175 52.4868042863446, 13.356801198792741 52.486813299063265, 13.356786398223743 52.486823243063796, 13.35677326953475 52.48683402257943, 13.356761939162213 52.486845533796966, 13.356752516223818 52.486857665856554, 13.35675207037781 52.48685842463408, 13.356751976223817 52.48685854585761, 13.356744551467607 52.48687118192016, 13.356739196398046 52.48688420029335, 13.356735962587381 52.48689747560286, 13.356734881178973 52.48691088, 13.356735962587381 52.48692428439306, 13.356739196398046 52.48693755969046, 13.356744551467607 52.486950578044016, 13.356751976223817 52.48696321408013, 13.356761399162213 52.48697534610726, 13.35677272953475 52.486986857287796, 13.356785858223743 52.48699763676335, 13.356800658792741 52.48700758072219, 13.356816988704175 52.48701659339922, 13.356834690692072 52.48702458799799, 13.356853594276608 52.48703148752672, 13.356873517405933 52.48703722553972, 13.356894268209421 52.48704174677726, 13.356915646845488 52.48704500769769, 13.356937447426187 52.4870469768969, 13.356959460000002 52.487047635410555, 13.356981472573818 52.4870469768969, 13.357003273154515 52.48704500769769, 13.357017477719586 52.487042841050744, 13.35700930879274 52.48704734957782, 13.35699450822374 52.48705729352544, 13.356981379534748 52.48706807298371, 13.35697004916221 52.487079584139984, 13.356960626223817 52.48709171613502, 13.356953201467604 52.487104352130594, 13.356947846398045 52.48711737043477, 13.356944612587377 52.48713064567389, 13.356943531178969 52.48714404999999, 13.356944612587377 52.487157454322, 13.356947846398045 52.48717072954903, 13.356953201467604 52.48718374783357, 13.356960626223817 52.48719638380269, 13.35697004916221 52.4872085157655, 13.356981379534748 52.48722002688503, 13.35699450822374 52.48723080630343, 13.35700930879274 52.48724075020957, 13.357025638704174 52.48724976283882, 13.35704334069207 52.487257757395206, 13.357062244276605 52.48726465688736, 13.357082167405933 52.487270394869945, 13.357102918209419 52.48727491608351, 13.357124296845488 52.48727817698666, 13.357146097426185 52.48728014617543, 13.35716811 52.4872808046856, 13.357190122573815 52.48728014617543, 13.357211923154514 52.48727817698666, 13.35723330179058 52.48727491608351, 13.357254052594067 52.487270394869945, 13.357273975723395 52.48726465688736, 13.35729287930793 52.487257757395206, 13.357310581295826 52.48724976283882, 13.35732691120726 52.48724075020957, 13.35734171177626 52.48723080630343, 13.357354840465252 52.48722002688503, 13.357366170837789 52.4872085157655, 13.357375593776183 52.48719638380269, 13.357383018532396 52.48718374783357, 13.357388373601955 52.48717072954903, 13.357391607412621 52.487157454322, 13.35739268882103 52.48714404999999, 13.357391607412621 52.48713064567389, 13.357388373601955 52.48711737043477, 13.357383018532396 52.487104352130594, 13.357375593776183 52.48709171613502, 13.357366170837789 52.487079584139984, 13.357354840465252 52.48706807298371, 13.35734171177626 52.48705729352544, 13.35732691120726 52.48704734957782, 13.357326067557283 52.48704688395745, 13.35733476930793 52.48704370794856, 13.357352471295826 52.487035713353265, 13.35736880120726 52.48702670068017, 13.357383601776258 52.48701675672563, 13.35739673046525 52.487005977254775, 13.357408060837788 52.48699446607924, 13.357417483776183 52.48698233405738, 13.357424908532394 52.486969698026755, 13.357430263601955 52.48695667967887, 13.35743349741262 52.48694340438723, 13.357434578821028 52.486929999999994, 13.35743349741262 52.48691659560867, 13.357430263601955 52.48690332030495, 13.357424908532394 52.48689030193741, 13.357417483776183 52.48687766588035, 13.357415128886643 52.48687463395485, 13.357417488532391 52.48687061811618, 13.357422843601954 52.48685759973897, 13.357426077412619 52.48684432441743, 13.357427158821027 52.48683092, 13.357426077412619 52.48681751557849, 13.357422843601954 52.48680424024485, 13.357417488532391 52.48679122184799, 13.357410063776182 52.48677858576247, 13.357400640837787 52.48676645368107, 13.35738931046525 52.48675494244284, 13.357376181776257 52.486744162907826, 13.357361381207257 52.486734218889424, 13.357345051295823 52.48672520615454, 13.357327349307926 52.48671721150136, 13.357308445723392 52.486710311923325, 13.357288522594065 52.48670457386767, 13.357267771790577 52.48670005259549, 13.35725872575133 52.48669867277661, 13.357257318532392 52.48669525176137, 13.357249893776183 52.48668261564827, 13.357240470837787 52.486670483540415))",8
