PLR_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,avg,weekday,weekend
0,0.1677285961432972,0.1861447454381113,0.0033011512998348726,-0.007180177907673122,0.00853708469008437,-0.009601343189350223,0.008811518930262571,-0.0026571704243826353,0.019729022409327078,-0.0017219307868888232,-0.008557075670762035,-0.004038276861917026,-0.0002552370942114166,-0.000655911165750209,-0.0029893515358980303,-0.002340446490399309,-0.0016451341134828355,0.0016408833638450662,0.013379310345128783,0.001508839410944587,-0.002879401427070114,-0.0004806736068583093,-0.0014057125466858198,0.0019003698816444838,0.00012425521438776642,-0.012524592724129627,0.2106067815383655
10100101,0.0,0.0,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,-0.0015486224504216793,0.00040746979888872073,0.0021483946729292207,0.0023085341822805206,0.002057016769317921,-0.0006621447807941792,0.0024856202012053207,0.0025452640124603203,0.003156964649995521,0.0035645708666346204,0.00021624434625682073,-0.0001438658161136792,0.0004994005019990208,0.0
10100102,0.0063293809865395,0.0053695599645609,0.004527693262720258,0.0032986206457295587,0.0035459176888962586,0.003459635372164858,0.004448605663844058,0.0013721341475689585,1.0911402826258411e-05,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0015031848331304417,-0.0006207514347912416,0.0003204479320821584,0.0006813729827850582,0.0
10100103,0.0,0.0,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,0.0038065444157039372,0.0036166235684399373,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-0.00037773107699446253,-3.6954821238962534e-05,0.0001684083769843375,0.0
10100209,0.0358664922570572,0.0304275064658451,-0.005607927317204243,-0.002540289485250746,-0.004298927052685245,-0.0023208304643040417,-0.003993072612968543,-0.0006858568197977482,0.001072188329164358,-0.001672579653819748,-0.003128639482843645,0.0017694749243598535,0.002526082877900953,0.0034376733556872536,0.004065758388828154,0.002601976615110157,0.0016052440352629519,0.002304367099555658,0.0061394700353964585,0.002556158766801952,0.0003636954261763562,-2.8650878184244798e-05,-0.004351163524767144,-0.00021955596094924614,-6.731061963794523e-05,0.0004727140181684528,0.0333182157036885
10100311,0.0147685556352588,0.0125289732506421,0.0010469039071330762,-0.0002203303728919243,-0.00040238867811862467,-0.003926641273477224,0.0018543312592508758,-0.001523869060387724,-0.003940567567444825,-0.0025644562514393248,-0.0010420810468820254,-0.003510457477238725,-0.002141712590462725,-0.0037277203698033246,-0.004548745236173325,-0.0025502631336909243,-0.0014536750850786253,0.0001955321558600757,0.003817930739737174,0.005532371214298874,0.0033504008683429764,0.0034444098682749743,0.0074276282850399755,0.004623522983599876,4.114008574907565e-05,0.00021873677580237522,0.0115889445925873
10100312,0.0400860795814169,0.0402716997342067,0.003763328267075491,0.0027531382072436906,0.0024542603347302927,0.004202270745161192,0.00020745729349569506,0.0019478438628196893,0.0034456797402491893,0.0020770230732706932,0.0021433384488040936,0.0007672014232721911,-0.0005571923291805064,-0.0007940994187331093,-0.0013412661162872088,-0.00041209226619450586,-0.0012486853366904102,-0.0008010796853603055,-0.004117526647769209,-0.0033480787075283102,-0.002253504115597208,-0.0012498852656865058,-0.002114161224574209,-0.003400908372247809,6.4775792537595e-05,-0.0021878377028105083,0.0457986175726286
10200420,0.0327018017637875,0.0286376531443248,-0.0008434383891983378,0.0032102649605464635,-0.0017083600856003375,0.003563902920189263,-0.0002600925672298386,0.0003443633151078611,-0.007777435442452438,-0.002015667520088439,0.0006175877199540618,-0.0009216626983347366,-0.002980488837166939,-0.003490873070055539,-0.0007054992287929369,0.0006540093718396646,0.00013999672142496217,0.00044777775989646596,-0.005408645128935539,0.00027096599525546373,0.0021127453062568637,0.004857457068841065,0.0063459746601619614,0.0006470605207920645,-0.0002319396739582395,0.0031319963215471593,0.023623617823351
10200422,0.0348115954259673,0.0331122864481255,6.139256351118168e-05,-0.007479726911563918,-0.0004762706082828182,-0.0017923404373098176,-0.00032086416439071775,-0.0010534915046148162,0.007250458096527984,0.00299159387758718,0.0008698082743241837,-0.001812414049387018,-6.536518584051871e-05,-0.0005757494187291186,0.00025353217322298446,-0.0001278841001848179,0.0011265420564001835,-0.00024273780851681668,0.001938866870528382,0.0007655440556056823,-0.0004306463262595166,-0.002422857997403217,0.00031301000663978406,-0.0017324162179171163,0.0002827567493821825,0.002679260006670482,0.0227321605469981
10200423,0.0116038651419891,0.0134238999114022,-0.0005071269069416746,0.007214713462258125,7.724398190792417e-05,0.0014295292751132262,0.0002607566457380264,0.0010949585293607254,-0.0069959411934881754,-0.002949650620740976,-0.0009514704892086764,0.002069072667104325,0.0005444391426855238,0.0010002343815786255,1.0215398608723336e-05,0.00027430125101082434,-0.0008802694368090745,0.00043358125351282417,-0.0016380167918904759,-0.0006507957083520741,0.00014555982730352426,0.0020119980732196258,-0.0009767365647524763,0.0018189199182782265,-0.0003052478558951757,-0.0025302682396014745,0.023623617823351
