OBJECTID;LAND;BEZ;LOR;STRASSE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
49090;11;12;12301203;Wittenau Süd;2019;1;13;6;3;5;3;0;1;1;0;0;0;0;1;794062,2837;5835083,823;13,34146;52,58609
49091;11;3;3040818;Pankow Süd;2019;1;9;5;3;5;3;0;1;1;0;0;0;0;0;799130,4007;5832327,415;13,41356;52,55862
49093;11;12;12103115;Breitkopfbecken;2019;3;21;6;3;0;1;2;1;0;0;0;0;0;0;795437,613;5833549,454;13,36034;52,57159
49096;11;6;6040703;Nikolassee;2019;1;7;6;2;6;4;1;0;1;1;0;0;0;1;786714,3754;5817042,137;13,21777;52,42825
49097;11;7;7030303;Grazer Platz;2019;2;15;3;3;2;6;0;0;1;0;0;0;0;0;796074,3342;5822724,905;13,36007;52,47421
49100;11;5;5020629;Börnicker Straße;2019;1;7;5;3;2;6;2;0;1;0;0;0;0;1;784856,2612;5826356,236;13,19846;52,51273
49101;11;5;5020524;Weinmeisterhornweg;2019;1;8;3;3;6;6;0;0;1;1;0;0;0;0;783505,6502;5826701,339;13,17891;52,51653
49105;11;2;2050602;Samariterviertel;2019;1;7;5;3;6;2;0;0;1;1;0;0;0;1;803480,5815;5827610,536;13,47323;52,51393
49106;11;5;5020524;Weinmeisterhornweg;2019;2;18;1;3;5;2;2;0;1;0;0;0;0;0;783514,277;5826711,666;13,17905;52,51662
49109;11;7;7050502;Fritz-Werner-Straße;2019;1;17;5;3;3;2;2;0;1;0;0;0;1;0;798180,8157;5818901,148;13,38758;52,43879
49111;11;7;7040402;Lindenhofsiedlung;2019;1;18;5;3;2;6;2;0;1;0;0;0;1;0;796480,9733;5822570,435;13,3659;52,4726
49114;11;4;4051551;Brabanter Platz;2019;1;16;5;2;0;1;2;0;0;0;1;0;0;0;792740,7092;5823246,873;13,31159;52,48068
49115;11;4;4010101;Jungfernheide;2019;2;12;6;3;2;6;0;0;0;0;0;1;1;0;791170,5822;5829471,679;13,29398;52,53733
49118;11;1;1011204;Leipziger Straße;2019;3;13;5;3;2;6;0;0;1;0;0;0;0;0;798627,798;5827029,868;13,40141;52,51141
49121;11;4;4041133;Güterbahnhof Grunewald;2019;1;17;4;3;2;6;2;0;1;0;0;0;0;1;790546,8448;5825193,698;13,28107;52,49931
49124;11;1;1011202;Unter den Linden Nord;2019;1;12;4;3;2;6;0;0;1;0;0;0;0;1;798077,2826;5827663,242;13,39389;52,51738
49125;11;3;3020209;Niederschönhausen;2019;1;13;4;3;5;3;0;0;1;0;0;1;0;0;798248,2264;5834742,934;13,40276;52,58075
49128;11;12;12103219;Schäfersee;2019;1;17;4;3;6;2;2;0;1;1;0;0;0;1;795752,5838;5832685,938;13,3642;52,56367
49131;11;9;9020601;Schnellerstraße;2019;1;6;4;3;3;6;2;0;1;0;1;0;0;1;806114,301;5821639,806;13,50644;52,45895
49132;11;1;1033203;Humboldthain Nordwest;2019;2;6;7;2;5;2;2;0;1;0;1;0;0;0;796187,744;5830191,845;13,36838;52,54108
49135;11;9;9010302;Späthsfelde;2019;1;5;4;3;3;6;2;0;1;0;0;1;0;1;804140,4607;5819917,884;13,47591;52,44462
49136;11;1;1011202;Unter den Linden Nord;2019;1;11;1;3;5;3;0;1;0;0;0;0;0;1;796921,4533;5827454,815;13,37672;52,51615
49140;11;2;2050602;Samariterviertel;2019;1;8;4;3;5;3;1;1;1;0;0;0;0;1;803093,6713;5827633,678;13,46757;52,51436
49141;11;12;12301203;Wittenau Süd;2019;2;15;6;3;5;3;0;0;1;0;0;0;1;0;793511,9984;5835884,649;13,33407;52,59356
49144;11;3;3061429;Greifswalder Straße;2019;1;7;4;3;6;4;2;0;1;1;0;0;0;1;801393,3114;5831071,626;13,4457;52,54611
49147;11;4;4010103;Paul-Hertz-Siedlung;2019;1;7;4;3;2;6;2;0;1;0;0;0;0;1;791735,854;5829205,125;13,30205;52,53464
49150;11;6;6040703;Nikolassee;2019;1;7;4;2;6;2;2;0;1;1;0;0;0;1;786504,3303;5816947,168;13,2146;52,42751
49151;11;6;6030605;Botanischer Garten;2019;2;18;3;3;2;6;2;0;1;0;0;0;0;0;792194,0048;5819596,86;13,30036;52,44826
49154;11;6;6040702;Düppel;2019;1;9;3;3;2;6;0;0;1;0;0;0;0;1;785340,9671;5815774,97;13,19654;52,41761
49155;11;7;7050501;Rathausstraße;2019;2;10;7;3;2;6;0;0;1;0;0;0;0;0;798056,2623;5819439,925;13,38623;52,44368
49158;11;1;1011105;Nördlicher Landwehrkanal;2019;1;19;3;3;2;6;2;0;1;0;0;0;0;1;796409,8992;5826288,542;13,36817;52,50597
49160;11;2;2050802;Boxhagener Platz;2019;1;19;3;3;2;6;2;1;0;0;0;0;0;1;802102,7227;5827496,005;13,45288;52,51367
49163;11;7;7050502;Fritz-Werner-Straße;2019;1;17;3;3;5;3;2;0;1;0;0;0;0;1;797466,308;5817929,806;13,37623;52,43047
49164;11;10;10010309;Springpfuhl;2019;2;10;4;2;5;3;0;1;1;0;0;0;0;0;807954,8651;5828854,359;13,54011;52,52257
49166;11;4;4041239;Stadion Wilmersdorf;2019;3;14;4;3;2;6;0;0;1;0;0;0;0;0;792130,1715;5823763,912;13,30308;52,48565
49169;11;3;3051017;Rennbahnstraße;2019;1;12;3;3;4;1;0;0;1;0;0;0;0;1;802930,303;5833241,277;13,47028;52,56471
49172;11;7;7040401;Neu-Tempelhof;2019;1;19;2;3;6;4;2;0;0;1;0;0;1;1;797814,0086;5822706,021;13,38559;52,47309
49173;11;6;6040701;Wannsee;2019;1;17;4;2;0;1;2;0;0;0;1;0;0;1;783909,6547;5815944,997;13,17569;52,41988
49178;11;7;7050501;Rathausstraße;2019;1;12;1;3;6;2;0;0;1;1;0;0;0;0;797698,7809;5818765,902;13,38039;52,43784
49179;11;4;4041134;Bismarckallee;2019;2;5;6;3;0;1;1;0;0;0;1;0;0;1;790960,1329;5824654,006;13,28667;52,49425
49182;11;2;2050602;Samariterviertel;2019;1;11;7;3;5;2;0;0;1;0;0;0;0;0;802180,849;5827729,145;13,45424;52,51572
49183;11;1;1011202;Unter den Linden Nord;2019;1;11;1;3;5;3;0;1;0;0;0;0;0;1;796921,547;5827454,83;13,37672;52,51615
49186;11;12;12103218;Teichstraße;2019;1;7;6;3;2;2;1;0;1;0;0;0;0;1;794572,7818;5833802,732;13,34784;52,57433
49188;11;9;9010302;Späthsfelde;2019;1;19;6;3;2;6;2;0;1;0;0;0;0;0;803146,0278;5820827,157;13,46215;52,45332
49189;11;7;7070701;Kettinger Straße/Schillerstraße;2019;2;12;6;3;5;2;0;1;1;0;0;0;0;0;799228,1451;5816332,377;13,40064;52,41519
49192;11;3;3040818;Pankow Süd;2019;1;18;6;3;5;3;2;1;1;0;0;0;0;1;800139,2984;5832459,026;13,42852;52,55924
49194;11;3;3040513;Schönholz;2019;1;20;4;3;5;3;2;1;0;0;0;0;1;0;798015,5569;5833645,408;13,39835;52,57104
49196;11;7;7020203;Kaiser-Wilhelm-Platz;2019;1;18;6;3;1;5;2;1;1;0;0;0;0;1;795657,4056;5823950,336;13,35504;52,48542
49199;11;6;6010101;Fichtenberg;2019;1;18;5;3;5;2;2;1;1;0;0;0;0;0;793138,1878;5820207,459;13,31475;52,45322
49200;11;4;4030417;Schloßstraße;2019;2;2;7;2;0;1;2;0;1;0;0;0;0;1;790824,1786;5826587,653;13,28636;52,51166
49202;11;1;1011303;Alexanderplatzviertel;2019;3;17;7;3;2;7;1;1;1;0;0;0;0;0;798880,6566;5828063,986;13,40605;52,52054
49205;11;10;10010206;Ringkolonnaden;2019;1;18;4;3;2;6;2;0;1;0;0;0;0;1;808464,0972;5832381,088;13,55086;52,55389
49206;11;1;1022202;Heidestraße;2019;2;16;5;3;0;6;0;1;1;0;0;0;0;0;795888,3757;5829545,262;13,3634;52,53545
49209;11;7;7030303;Grazer Platz;2019;1;13;4;3;5;3;0;0;1;0;0;1;0;0;795168,5542;5822981,695;13,347;52,477
49210;11;3;3061126;Arnimplatz;2019;1;14;2;3;0;2;1;1;1;0;0;0;0;0;799219,3518;5831430,524;13,41406;52,55053
49216;11;10;10040933;Mahlsdorf Süd;2019;3;16;3;3;5;2;0;0;1;0;0;0;0;0;812048,0848;5827139,682;13,59864;52,50488
49219;11;8;8020619;Buschkrugallee Nord;2019;1;3;4;3;3;6;2;0;1;0;0;1;0;1;802207,3872;5821926,654;13,44937;52,46369
49222;11;2;2010101;Askanischer Platz;2019;1;4;3;3;2;6;2;0;1;0;0;0;0;1;797332,4939;5825588,423;13,38109;52,49919
49223;11;6;6010209;Feuerbachstraße;2019;1;11;3;2;5;2;0;0;1;0;0;0;0;1;794018,691;5821046,749;13,32841;52,46027
49228;11;4;4020314;Messegelände;2019;1;5;3;3;9;1;2;0;1;0;0;0;0;1;790313,0473;5825487,58;13,27789;52,50207
49229;11;1;1011303;Alexanderplatzviertel;2019;2;10;4;1;5;2;0;1;0;0;0;1;0;0;799571,012;5828269,929;13,41638;52,522
49232;11;2;2020202;Rathaus Yorckstraße;2019;1;2;3;3;2;6;2;0;1;0;0;0;0;1;797777,9576;5825474,655;13,38753;52,49793
49233;11;7;7040403;Manteuffelstraße;2019;1;21;7;3;2;6;2;0;1;0;0;0;0;1;797845,7323;5822074,498;13,38549;52,46741
49236;11;7;7050502;Fritz-Werner-Straße;2019;1;14;6;3;5;2;0;1;1;0;0;0;0;0;797550,088;5818304,145;13,37779;52,43378
49238;11;9;9010102;Am Treptower Park Nord;2019;1;2;3;3;2;4;2;0;1;1;0;0;0;1;802731,5974;5825212,336;13,46005;52,49285
49239;11;3;3071633;Thälmannpark;2019;2;18;5;3;2;6;2;0;1;0;0;0;0;0;800337,5764;5830029,634;13,42924;52,53736
49248;11;3;3061429;Greifswalder Straße;2019;2;15;6;3;6;2;0;0;1;1;0;0;0;0;801322,9569;5830980,634;13,44459;52,54534
49250;11;4;4030623;Ernst-Reuter-Platz;2019;3;12;6;3;5;2;0;0;0;0;1;0;1;0;793299,8004;5826818,808;13,32294;52,51241
49254;11;2;2050602;Samariterviertel;2019;2;20;4;3;2;6;2;1;0;0;0;0;0;0;802738,9367;5827670,928;13,46239;52,51489
49258;11;7;7040405;Rathaus Tempelhof;2019;1;23;7;2;9;1;2;0;1;0;0;0;0;1;798906,9826;5821904,27;13,40092;52,46531
49264;11;7;7040403;Manteuffelstraße;2019;2;6;2;3;2;6;0;0;1;0;0;0;1;0;797846,4449;5822349,191;13,38575;52,46988
49273;11;1;1044201;Reinickendorfer Straße;2019;2;16;2;3;5;7;0;0;1;0;0;0;0;0;796048,2099;5831337,493;13,36735;52,55143
49277;11;3;3061131;Falkplatz;2019;2;18;4;3;6;4;1;1;0;1;0;0;0;0;799173,1409;5830789,648;13,41281;52,54481
49283;11;4;4041133;Güterbahnhof Grunewald;2019;1;13;6;3;2;6;0;0;1;0;0;0;0;0;790637,0798;5825050,807;13,28227;52,49798
49286;11;3;3071633;Thälmannpark;2019;2;19;3;3;1;5;2;1;1;0;0;0;0;0;800375,4147;5830010,81;13,42978;52,53717
49289;11;1;1011201;Wilhelmstraße;2019;3;14;7;3;4;6;0;1;1;0;0;0;0;1;797242,2649;5826765,307;13,38082;52,50979
49297;11;6;6040701;Wannsee;2019;1;19;5;2;6;4;2;0;1;1;0;0;0;1;782355,4063;5815729,758;13,15272;52,41875
49299;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2019;2;13;5;3;5;3;0;1;0;0;0;0;0;0;801808,5744;5826347,661;13,44752;52,50354
49303;11;7;7030303;Grazer Platz;2019;2;16;3;3;2;6;0;0;1;0;0;0;0;0;795761,954;5823111,603;13,35583;52,47784
49307;11;3;3061429;Greifswalder Straße;2019;1;12;3;3;5;2;0;1;0;0;0;1;0;0;800973,4348;5830485,581;13,439;52,54109
49312;11;1;1011202;Unter den Linden Nord;2019;2;22;7;3;2;6;2;0;1;0;0;0;0;0;798054,754;5827659,626;13,39356;52,51736
49321;11;7;7030303;Grazer Platz;2019;2;8;5;2;6;2;0;0;1;1;0;0;0;0;795753,515;5823099,571;13,35569;52,47774
49323;11;1;1011303;Alexanderplatzviertel;2019;3;22;5;3;2;2;2;1;0;0;0;0;1;0;798782,3916;5827998,141;13,40455;52,52
49330;11;4;4020310;Park Ruhwald;2019;1;7;4;3;3;6;1;0;1;0;0;0;0;1;790430,9598;5828269,053;13,28205;52,52694
49337;11;3;3050925;Komponistenviertel Weißensee;2019;2;14;7;3;5;3;0;1;1;0;0;0;0;0;801544,955;5831193,727;13,44804;52,54712
49338;11;2;2020203;Viktoriapark;2019;3;7;6;3;1;1;0;0;1;0;0;0;0;0;797741,4785;5824501,894;13,38613;52,48923
49345;11;6;6040703;Nikolassee;2019;1;12;4;2;2;6;0;0;1;0;0;0;0;1;785966,7366;5816632,556;13,20645;52,42497
49350;11;4;4010102;Plötzensee;2019;2;18;1;3;2;6;2;0;1;0;0;0;0;0;793068,5594;5829585,483;13,32198;52,53733
49354;11;7;7070701;Kettinger Straße/Schillerstraße;2019;1;7;2;3;2;6;2;0;1;0;0;0;0;1;799305,9337;5816197,575;13,40166;52,41394
49360;11;4;4020311;Reichsstraße;2019;2;14;7;3;3;6;0;0;1;0;0;0;1;0;790075,4492;5826321,718;13,27513;52,50967
49370;11;4;4030622;Richard-Wagner-Straße;2019;2;19;4;3;2;6;2;0;1;0;0;0;0;0;791990,4042;5826616,301;13,30352;52,51129
49372;11;4;4020313;Königin-Elisabeth-Straße;2019;3;12;4;3;2;6;0;0;1;0;0;0;0;0;790516,429;5826393,681;13,28167;52,51008
49379;11;1;1011303;Alexanderplatzviertel;2019;1;12;3;3;3;6;0;1;1;0;0;0;0;0;799038,7403;5827532,034;13,4079;52,51568
49385;11;4;4030622;Richard-Wagner-Straße;2019;2;9;5;3;5;7;0;0;1;0;1;0;0;0;792362,0134;5826678,445;13,30904;52,51165
49389;11;4;4030622;Richard-Wagner-Straße;2019;1;6;7;3;5;2;1;0;1;0;0;0;1;0;792101,9508;5826635,133;13,30518;52,5114
49392;11;12;12214125;Waldidyll/Flughafensee;2019;1;10;6;3;2;6;0;0;1;0;0;0;1;1;791393,3515;5833814,014;13,30107;52,57614
49395;11;3;3040818;Pankow Süd;2019;2;12;6;2;5;2;0;0;1;0;0;0;1;0;799174,0612;5832231,906;13,41412;52,55774
49404;11;3;3061126;Arnimplatz;2019;1;0;1;3;3;6;2;0;1;0;0;0;0;1;799183,6038;5832120,821;13,41416;52,55673
49409;11;3;3061228;Erich-Weinert-Straße;2019;2;17;6;3;3;6;1;1;1;0;0;0;0;0;800199,4127;5831003,09;13,42809;52,54616
49419;11;4;4030416;Klausenerplatz;2019;2;10;2;3;2;6;0;0;1;0;0;1;0;0;790800,4677;5826935,512;13,28632;52,51479
49421;11;4;4020314;Messegelände;2019;3;8;2;3;3;6;0;0;1;0;0;1;0;0;790442,3424;5825254,7;13,27959;52,49991
49428;11;1;1011102;Großer Tiergarten;2019;1;10;3;3;5;2;0;0;1;0;0;0;0;1;796453,881;5827390,807;13,36979;52,51583
49434;11;12;12103115;Breitkopfbecken;2019;2;11;4;3;2;2;0;0;1;0;0;0;0;0;795468,8389;5833468,685;13,36073;52,57084
49440;11;1;1011303;Alexanderplatzviertel;2019;1;6;5;3;6;2;2;0;1;1;0;0;0;1;798824,5131;5828011,078;13,40518;52,52009
49443;11;12;12103117;Letteplatz;2019;2;16;5;3;2;6;0;0;1;0;0;0;0;0;795816,8527;5832407,694;13,3649;52,56115
49452;11;12;12103219;Schäfersee;2019;1;17;5;3;3;6;2;0;1;0;0;0;0;0;795672,9937;5832907,147;13,36323;52,5657
49454;11;3;3061332;Helmholtzplatz;2019;3;23;6;3;5;2;2;0;1;0;0;0;0;0;799986,5407;5830197,624;13,42423;52,53905
49458;11;1;1011303;Alexanderplatzviertel;2019;2;18;4;3;2;2;2;1;1;0;0;0;0;0;799784,198;5828665,245;13,41987;52,52543
49465;11;3;3071639;Bötzowstraße;2019;2;18;6;3;1;5;2;1;0;0;0;0;1;0;800548,4152;5829803,14;13,43213;52,53521
49467;11;6;6040701;Wannsee;2019;3;12;7;3;1;1;0;0;1;0;0;0;0;0;779184,62;5814995,883;13,1056;52,4138
49471;11;2;2050801;Traveplatz;2019;2;15;4;3;3;6;0;1;1;0;0;0;0;0;802176,3781;5827706,48;13,45416;52,51552
49475;11;4;4010101;Jungfernheide;2019;1;11;2;3;3;6;0;0;1;0;0;0;0;0;791371,0303;5830534,09;13,29786;52,54675
49481;11;3;3051017;Rennbahnstraße;2019;2;15;3;3;5;3;0;1;1;0;0;0;0;0;802970,0026;5833351,904;13,47096;52,56568
49490;11;7;7020203;Kaiser-Wilhelm-Platz;2019;2;15;3;3;2;6;0;0;1;0;0;0;0;0;795636,822;5823954,698;13,35474;52,48547
49493;11;12;12224230;Heiligensee;2019;3;14;6;3;0;7;0;0;1;0;0;0;0;0;787543,2881;5838730,958;13,24868;52,62227
49500;11;2;2050802;Boxhagener Platz;2019;1;16;5;3;5;2;0;1;1;0;0;0;0;0;802111,7113;5827388,097;13,45292;52,5127
49502;11;2;2050602;Samariterviertel;2019;2;15;5;3;6;7;0;1;0;1;0;0;0;0;803127,5388;5827630,323;13,46806;52,51431
49506;11;4;4020313;Königin-Elisabeth-Straße;2019;2;9;2;3;5;7;0;1;1;0;0;0;0;0;790418,1825;5826358,666;13,2802;52,50982
49510;11;6;6030503;Zehlendorf Mitte;2019;1;19;3;3;0;6;2;0;0;0;1;0;1;1;789692,904;5817964,529;13,26225;52,43495
49515;11;4;4010101;Jungfernheide;2019;2;14;7;3;2;6;0;0;1;0;0;0;0;0;791249,8429;5829816,299;13,29545;52,54038
49522;11;3;3071638;Winsstraße;2019;1;8;3;3;3;6;0;0;1;0;0;1;0;0;799958,0252;5828910,69;13,42265;52,52754
49528;11;7;7030303;Grazer Platz;2019;2;15;2;3;2;6;0;0;1;0;0;0;1;0;796279,0645;5822691,603;13,36305;52,4738
49537;11;7;7070701;Kettinger Straße/Schillerstraße;2019;2;7;6;3;3;6;1;0;1;0;0;0;0;1;799751,9024;5814179,813;13,40639;52,39561
49540;11;1;1011303;Alexanderplatzviertel;2019;3;7;5;3;0;5;0;1;1;0;0;0;0;1;799676,435;5828479,042;13,41812;52,52382
49547;11;3;3040818;Pankow Süd;2019;1;14;4;3;1;5;0;1;1;0;0;0;0;0;799114,5836;5832339,21;13,41334;52,55873
49554;11;3;3061126;Arnimplatz;2019;2;15;7;3;5;2;0;1;1;0;0;0;0;0;799197,1111;5831455,217;13,41376;52,55076
49558;11;3;3061429;Greifswalder Straße;2019;1;15;2;2;6;4;0;0;1;1;0;0;0;0;800946,7616;5830492,917;13,43861;52,54117
49563;11;1;1044203;Leopoldplatz;2019;2;15;6;3;1;5;0;0;1;0;0;0;0;0;795953,6773;5831634,004;13,36622;52,55414
49573;11;3;3020209;Niederschönhausen;2019;2;17;4;3;5;7;2;1;0;0;0;0;1;0;798058,6127;5834034,665;13,39933;52,57451
49575;11;4;4020310;Park Ruhwald;2019;3;9;3;2;2;6;0;0;1;0;0;1;0;0;790510,7131;5827472,393;13,28253;52,51976
49582;11;3;3020209;Niederschönhausen;2019;1;17;3;3;5;3;1;1;1;0;0;0;0;1;798153,5636;5836012,726;13,40251;52,59218
49587;11;3;3061131;Falkplatz;2019;2;15;4;3;4;6;0;1;0;0;0;0;0;0;799148,8088;5830786,734;13,41245;52,5448
49589;11;4;4020208;Kranzallee;2019;3;10;4;3;0;6;0;1;1;0;0;0;0;1;788846,577;5826110,734;13,25689;52,50843
49596;11;7;7060601;Marienfelder Allee Nordwest;2019;1;12;4;2;5;3;0;0;1;0;0;0;1;0;797054,7393;5816808,285;13,3692;52,42064
49603;11;8;8020619;Buschkrugallee Nord;2019;2;18;6;3;3;6;1;0;1;0;0;1;0;0;801699,6286;5821804,612;13,44181;52,46288
49607;11;6;6010209;Feuerbachstraße;2019;1;2;1;3;9;1;2;0;1;0;0;0;0;2;794257,1171;5821457,539;13,33227;52,46383
49610;11;3;3061332;Helmholtzplatz;2019;1;21;5;2;0;5;2;0;1;0;1;0;0;1;799855,2227;5830225,511;13,42232;52,53938
49613;11;3;3020209;Niederschönhausen;2019;2;11;6;3;5;3;0;1;1;0;0;0;0;0;798165,5959;5836120,966;13,40278;52,59315
49623;11;2;2020203;Viktoriapark;2019;2;19;1;3;2;6;2;0;1;0;0;0;0;1;797759,7202;5824117,589;13,38605;52,48578
49625;11;3;3061434;Anton-Saefkow-Park;2019;3;17;1;3;2;6;0;0;1;0;0;0;0;0;800606,5036;5829927,693;13,4331;52,53629
49632;11;4;4030623;Ernst-Reuter-Platz;2019;1;16;2;3;2;6;0;0;1;0;0;0;0;0;793360,5113;5826868,212;13,32388;52,51282
49638;11;6;6030503;Zehlendorf Mitte;2019;2;16;4;3;2;6;0;0;1;0;0;0;0;0;789805,6732;5817996,932;13,26393;52,43518
49644;11;7;7050502;Fritz-Werner-Straße;2019;1;19;5;3;2;6;2;0;1;0;0;0;0;1;798247,077;5818690,615;13,38836;52,43686
49650;11;5;5020629;Börnicker Straße;2019;2;18;5;3;2;6;2;0;1;0;0;0;0;1;785413,3234;5826207,645;13,20652;52,51111
49654;11;12;12301204;Wittenau Nord;2019;1;21;7;3;3;6;2;0;1;0;1;0;0;0;793415,6566;5836179,161;13,33292;52,59625
49657;11;7;7020202;Volkspark (Rudolf-Wilde-Park);2019;1;18;5;2;6;4;2;0;1;1;0;0;0;1;795409,3984;5823400,768;13,35091;52,48063
49660;11;9;9020601;Schnellerstraße;2019;2;18;5;3;5;2;2;1;1;0;0;0;0;0;806524,0535;5821210,689;13,51205;52,45487
49669;11;3;3061429;Greifswalder Straße;2019;2;5;6;3;6;2;2;0;1;1;0;0;0;0;801520,6676;5831177,585;13,44767;52,54699
49671;11;1;1011105;Nördlicher Landwehrkanal;2019;3;22;7;3;2;2;2;0;1;0;0;0;0;0;796420,4027;5826328,376;13,36835;52,50632
49675;11;1;1044102;Schillerpark;2019;2;6;4;2;5;3;1;0;1;0;0;0;1;0;795879,0569;5832057,27;13,3655;52,55797
49679;11;1;1011303;Alexanderplatzviertel;2019;1;2;1;2;6;4;2;0;1;1;0;0;0;1;799346,084;5827965,929;13,41281;52,5194
49685;11;1;1011201;Wilhelmstraße;2019;2;11;2;3;3;6;0;1;0;0;0;1;0;0;797686,5694;5826838,68;13,38741;52,51021
49694;11;4;4051551;Brabanter Platz;2019;2;23;2;3;3;6;2;0;1;0;0;0;0;0;792627,2921;5823373,067;13,31003;52,48188
49697;11;10;10040933;Mahlsdorf Süd;2019;3;11;6;3;5;3;0;1;1;0;0;0;0;1;812564,8469;5827180,932;13,60626;52,50495
49704;11;1;1011105;Nördlicher Landwehrkanal;2019;1;14;4;3;2;6;0;0;1;0;0;0;0;0;796677,7527;5826255,047;13,37207;52,50552
49707;11;7;7040403;Manteuffelstraße;2019;2;18;4;3;6;7;1;1;0;1;0;0;0;0;797835,8254;5822235,162;13,38549;52,46886
49710;11;4;4041134;Bismarckallee;2019;3;10;7;3;2;6;0;0;1;0;0;0;0;1;790663,8959;5824994,826;13,28262;52,49746
49718;11;2;2050602;Samariterviertel;2019;1;7;5;3;1;5;0;0;1;1;0;0;0;0;803287,3544;5827630,903;13,47041;52,51422
49720;11;6;6010102;Schloßstraße;2019;2;14;5;3;2;6;0;0;1;0;0;0;0;0;793522,403;5820378,91;13,32054;52,45455
49724;11;4;4020208;Kranzallee;2019;2;14;3;3;5;3;0;0;1;0;0;0;0;0;787863,4149;5825952,01;13,24231;52,50753
49728;11;4;4010101;Jungfernheide;2019;1;13;3;3;2;6;0;0;1;0;0;1;0;0;790535,6459;5828603,849;13,28388;52,52989
49733;11;7;7020203;Kaiser-Wilhelm-Platz;2019;2;18;1;3;2;6;2;0;1;0;0;0;0;0;795676,1531;5823968,193;13,35533;52,48557
49742;11;12;12231101;Hermsdorf;2019;2;11;5;3;2;2;0;0;1;0;0;0;0;0;791785,9286;5839413,615;13,31178;52,62613
49744;11;9;9010401;Johannisthal West;2019;3;6;5;3;2;6;0;0;0;0;0;1;0;1;805703,9419;5818830,739;13,49785;52,434
49751;11;7;7060601;Marienfelder Allee Nordwest;2019;1;13;4;3;2;6;0;0;1;0;0;0;0;0;796595,9364;5815991,635;13,36175;52,41357
49758;11;7;7030303;Grazer Platz;2019;2;14;7;3;0;1;0;0;0;0;1;0;0;0;795102,0698;5823020,833;13,34606;52,47739
49762;11;1;1033203;Humboldthain Nordwest;2019;1;16;1;3;2;6;2;0;1;0;0;0;0;0;796286,0694;5830278,27;13,3699;52,5418
49767;11;2;2050602;Samariterviertel;2019;2;15;6;2;0;1;0;1;0;0;0;0;0;0;802148,993;5827725,845;13,45377;52,51571
49772;11;3;3061434;Anton-Saefkow-Park;2019;2;8;1;3;0;7;0;0;1;0;0;0;0;0;800835,2391;5829741,574;13,43629;52,5345
49776;11;10;10040933;Mahlsdorf Süd;2019;1;14;2;3;2;6;0;0;1;0;0;0;0;1;813816,0718;5827138,751;13,6246;52,50386
49782;11;3;3061126;Arnimplatz;2019;2;10;7;2;9;1;0;0;1;0;0;0;0;0;799195,2895;5831415,739;13,4137;52,55041
49792;11;6;6030503;Zehlendorf Mitte;2019;2;8;4;3;2;6;0;0;1;0;0;1;0;0;789530,1095;5817972,008;13,25987;52,4351
49794;11;2;2050602;Samariterviertel;2019;3;13;4;3;5;2;0;1;1;0;0;0;0;0;803082,7453;5827634,798;13,46741;52,51437
49801;11;7;7040405;Rathaus Tempelhof;2019;1;16;4;3;2;6;1;0;1;0;0;0;0;0;798015,2765;5822313,792;13,38819;52,46947
49807;11;1;1011102;Großer Tiergarten;2019;2;16;6;3;3;6;0;0;1;0;1;0;0;0;795341,1837;5827193,003;13,35327;52,51466
49811;11;10;10010309;Springpfuhl;2019;1;10;7;1;6;4;0;0;1;1;0;0;0;1;807656,0523;5829873,139;13,53666;52,53187
49814;11;4;4041134;Bismarckallee;2019;1;22;5;3;9;1;2;0;1;0;0;0;0;1;790921,4706;5824686,832;13,28613;52,49457
49817;11;12;12301203;Wittenau Süd;2019;2;14;6;3;5;3;0;1;1;0;0;0;0;0;794053,073;5835100,464;13,34134;52,58624
49826;11;2;2050602;Samariterviertel;2019;2;19;6;3;5;7;2;0;1;0;0;0;0;0;802179,8311;5827735,004;13,45423;52,51577
49828;11;1;1011303;Alexanderplatzviertel;2019;3;12;7;3;0;6;0;0;1;0;0;0;1;0;799590,5726;5828313,678;13,41671;52,52239
49840;11;7;7050502;Fritz-Werner-Straße;2019;2;13;2;3;5;7;0;0;0;0;0;0;1;0;798234,2722;5818746,063;13,38822;52,43737
49842;11;1;1044201;Reinickendorfer Straße;2019;3;13;2;3;2;6;0;0;1;0;0;0;0;0;796181,0918;5831025,745;13,36902;52,54856
49849;11;7;7050502;Fritz-Werner-Straße;2019;1;11;3;3;5;3;0;0;0;0;1;0;1;1;797550,8282;5818307,394;13,37781;52,43381
49855;11;12;12103218;Teichstraße;2019;2;8;4;3;5;2;0;1;0;0;0;0;1;0;794559,1596;5833821,741;13,34766;52,5745
49859;11;4;4020311;Reichsstraße;2019;1;21;7;3;3;6;2;0;1;0;0;0;0;0;790146,9424;5826333,043;13,27619;52,50974
49862;11;1;1011105;Nördlicher Landwehrkanal;2019;1;15;5;3;3;6;0;0;1;0;0;0;0;0;796439,1203;5826321,954;13,36862;52,50625
49865;11;3;3061131;Falkplatz;2019;2;17;5;3;2;2;1;1;1;0;0;0;0;0;799180,748;5830360,858;13,41253;52,54096
