OBJECTID;LAND;BEZ;LOR;STRASSE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
51743;11;4;4041133;Güterbahnhof Grunewald;2019;10;15;6;3;2;6;0;0;1;0;0;0;0;1;790563,932;5825164,603;13,2813;52,49904
51744;11;7;7040406;Germaniagarten;2019;6;14;6;2;2;6;0;0;1;0;0;0;0;0;800160,7262;5821487,491;13,41894;52,46089
51745;11;3;3071633;Thälmannpark;2019;8;14;2;3;3;6;0;0;1;0;0;0;0;0;800244,5434;5830074,533;13,42791;52,53781
51747;11;1;1011304;Karl-Marx-Allee;2019;5;20;1;3;5;3;1;1;1;0;0;0;0;0;800021,6778;5828096,112;13,42285;52,5202
51748;11;1;1011303;Alexanderplatzviertel;2019;3;12;7;3;2;7;0;1;1;0;0;0;1;0;798920,9609;5828128,171;13,4067;52,52109
51749;11;2;2050602;Samariterviertel;2019;11;17;2;2;6;4;2;0;1;1;0;0;0;0;802289,3182;5827717,176;13,45583;52,51555
51750;11;7;7040401;Neu-Tempelhof;2019;5;14;1;3;3;6;0;0;1;0;1;0;0;0;797810,7131;5823117,125;13,38591;52,47678
51751;11;1;1011105;Nördlicher Landwehrkanal;2019;11;11;7;3;6;4;0;0;1;1;0;0;0;0;796778,2369;5826693,333;13,37394;52,5094
51752;11;4;4030622;Richard-Wagner-Straße;2019;6;18;5;3;6;7;0;0;1;1;0;0;0;0;792253,6645;5826682,156;13,30745;52,51174
51753;11;5;5020628;Graetschelsteig;2019;3;14;7;3;3;6;0;0;1;0;0;0;0;1;783997,3434;5826585,762;13,18604;52,51524
51754;11;10;10030726;Alt-Biesdorf;2019;10;7;2;3;5;7;0;1;1;0;0;0;0;0;808755,6146;5827439,69;13,55056;52,50944
51755;11;7;7020203;Kaiser-Wilhelm-Platz;2019;8;19;2;3;1;5;0;1;1;0;0;0;0;0;795580,5488;5823905,614;13,35387;52,48506
51757;11;1;1033203;Humboldthain Nordwest;2019;6;10;5;2;5;2;0;1;1;0;0;0;0;0;796343,923;5830077,937;13,37057;52,53997
51758;11;11;11030721;Rüdigerstraße;2019;3;15;7;2;5;3;0;1;1;0;0;0;0;1;803768,0941;5827581,823;13,47743;52,51352
51759;11;4;4030622;Richard-Wagner-Straße;2019;6;18;2;3;0;7;0;0;0;0;1;0;0;1;792740,2784;5826763,643;13,31467;52,51221
51760;11;3;3061434;Anton-Saefkow-Park;2019;8;13;2;3;5;3;0;1;1;0;0;0;0;0;800899,6528;5830368,747;13,43781;52,54008
51761;11;7;7040403;Manteuffelstraße;2019;12;5;3;3;3;6;2;0;1;0;0;1;0;1;797061,5637;5822358,78;13,37424;52,47039
51762;11;10;10010308;Marzahner Chaussee;2019;5;14;1;2;2;2;0;0;1;0;1;0;0;0;807973,0501;5827458,15;13,53908;52,51005
51763;11;2;2020202;Rathaus Yorckstraße;2019;6;22;5;2;0;7;2;1;0;0;0;0;0;0;797424,2517;5825533,618;13,38239;52,49865
51764;11;4;4020310;Park Ruhwald;2019;3;17;7;3;2;6;1;0;1;0;0;0;0;1;790454,6119;5827635,375;13,28185;52,52125
51765;11;10;10010102;Havemannstraße;2019;11;20;3;2;6;7;2;0;0;1;0;0;1;0;809438,1075;5834508,785;13,56717;52,57241
51766;11;3;3061228;Erich-Weinert-Straße;2019;11;20;7;3;2;7;2;0;1;0;1;0;0;0;800266,5907;5831419,837;13,42945;52,54986
51767;11;2;2050602;Samariterviertel;2019;6;7;5;3;3;6;0;1;0;0;0;0;0;0;803398,9906;5827603,219;13,47202;52,51391
51768;11;3;3050925;Komponistenviertel Weißensee;2019;3;8;6;3;3;6;0;1;1;0;0;0;0;1;801555,4789;5831202,207;13,44821;52,54719
51769;11;8;8020619;Buschkrugallee Nord;2019;10;14;3;2;3;6;0;0;1;0;0;1;0;0;802041,149;5821834,953;13,44685;52,46296
51770;11;3;3061126;Arnimplatz;2019;8;7;2;3;6;4;0;1;0;1;0;0;0;1;799215,0471;5831327,486;13,41391;52,54961
51772;11;1;1011304;Karl-Marx-Allee;2019;5;22;7;3;5;3;2;1;1;0;0;0;0;0;800001,1693;5828076,528;13,42253;52,52003
51773;11;6;6040703;Nikolassee;2019;6;15;5;2;1;7;0;0;1;0;0;0;0;0;784436,3142;5815847,251;13,18334;52,41873
51774;11;12;12103219;Schäfersee;2019;3;11;6;3;6;7;0;0;1;1;0;0;0;0;795697,9534;5832843,843;13,36354;52,56512
51775;11;2;2050801;Traveplatz;2019;11;18;5;3;3;6;2;1;0;0;0;0;1;1;802148,5585;5827565,454;13,45362;52,51427
51776;11;7;7040405;Rathaus Tempelhof;2019;6;14;5;3;2;6;0;0;1;0;1;0;0;0;799116,2572;5821698,347;13,4038;52,46335
51777;11;9;9010101;Elsenstraße;2019;8;22;1;3;2;6;2;0;1;0;0;0;0;1;802593,7958;5825111,505;13,45793;52,49203
51778;11;1;1033203;Humboldthain Nordwest;2019;12;18;3;3;2;6;2;0;1;0;0;0;0;0;796187,744;5830191,845;13,36838;52,54108
51779;11;3;3040818;Pankow Süd;2019;6;8;5;3;2;6;0;0;1;0;1;0;0;0;799029,4043;5832440,163;13,41218;52,55968
51780;11;4;4020208;Kranzallee;2019;10;19;5;3;7;7;2;0;1;0;0;0;1;0;788373,0205;5826034,533;13,24987;52,508
51781;11;1;1033203;Humboldthain Nordwest;2019;6;23;4;3;5;3;2;0;1;0;0;0;0;0;796200,945;5830200,858;13,36858;52,54115
51782;11;9;9020601;Schnellerstraße;2019;9;16;5;3;0;7;0;1;0;0;0;0;0;0;805667,4643;5822054,261;13,50026;52,46291
51783;11;3;3051017;Rennbahnstraße;2019;3;14;6;3;4;5;0;0;1;0;0;0;1;1;802878,7741;5833097,358;13,46939;52,56344
51784;11;1;1011201;Wilhelmstraße;2019;10;14;4;3;5;2;0;1;0;0;0;0;1;0;796952,4059;5826724,472;13,37652;52,50958
51785;11;1;1011303;Alexanderplatzviertel;2019;8;21;1;3;5;3;2;0;1;0;0;0;1;0;798809,0356;5827996,493;13,40494;52,51997
51787;11;2;2020202;Rathaus Yorckstraße;2019;5;13;7;3;5;2;0;1;1;0;0;0;0;0;797898,9333;5825429,765;13,38927;52,49746
51788;11;12;12103219;Schäfersee;2019;6;16;4;3;0;5;0;1;0;0;0;0;1;0;795682,4422;5832918,224;13,36338;52,56579
51789;11;4;4020313;Königin-Elisabeth-Straße;2019;3;12;6;3;2;6;0;0;1;0;0;0;1;0;790610,2346;5827223,146;13,28377;52,51747
51790;11;1;1011102;Großer Tiergarten;2019;11;14;7;3;5;2;0;0;1;0;0;0;0;1;796453,881;5827390,807;13,36979;52,51583
51791;11;3;3071639;Bötzowstraße;2019;6;0;7;3;2;7;2;1;1;0;0;0;0;0;800293,0471;5829439,337;13,42805;52,53209
51792;11;4;4020208;Kranzallee;2019;12;7;4;3;5;3;0;0;1;0;0;0;0;1;788356,4062;5826031,855;13,24962;52,50799
51793;11;3;3020209;Niederschönhausen;2019;6;15;4;3;2;6;0;0;1;0;0;0;0;0;797969,9946;5834305,932;13,39827;52,57699
51794;11;3;3071639;Bötzowstraße;2019;3;11;6;3;5;2;0;1;1;0;0;0;0;0;800370,86;5829563,819;13,42931;52,53316
51795;11;4;4030417;Schloßstraße;2019;10;14;6;3;5;3;0;1;1;0;0;0;0;0;791568,8779;5826566,607;13,29729;52,51107
51796;11;3;3040614;Pankow Zentrum;2019;8;8;1;2;0;1;0;1;0;0;0;0;0;1;798627,2403;5833015,072;13,40678;52,56506
51797;11;1;1011303;Alexanderplatzviertel;2019;6;14;4;3;6;7;0;0;1;1;0;0;0;0;799196,968;5828373,541;13,41098;52,52314
51798;11;2;2050602;Samariterviertel;2019;3;18;5;3;0;6;2;0;1;0;1;0;0;1;802114,3166;5827861,156;13,45338;52,51694
51799;11;6;6010102;Schloßstraße;2019;10;17;5;3;2;6;2;0;1;0;0;0;0;0;793496,6517;5820406,005;13,32019;52,45481
51800;11;12;12301203;Wittenau Süd;2019;6;14;4;3;2;6;0;0;1;0;1;0;0;0;793477,7967;5835916,491;13,3336;52,59387
51801;11;1;1044102;Schillerpark;2019;9;15;5;3;5;3;0;1;1;0;0;0;0;0;795861,876;5832068,328;13,36526;52,55808
51802;11;7;7030303;Grazer Platz;2019;3;20;5;3;3;2;2;0;1;0;0;0;0;1;795708,9189;5823145,272;13,35508;52,47817
51803;11;11;11030721;Rüdigerstraße;2019;10;13;5;3;5;2;0;0;1;0;0;0;0;0;804172,065;5827539,743;13,48332;52,51291
51804;11;10;10010310;Alt-Marzahn;2019;8;8;1;2;0;7;0;0;1;0;0;0;0;1;807685,7674;5830275,576;13,53747;52,53546
51806;11;7;7040401;Neu-Tempelhof;2019;5;17;7;3;6;7;0;0;1;1;0;0;0;1;797776,9441;5823516,879;13,38577;52,48038
51807;11;10;10010207;Marzahner Promenade;2019;6;13;4;3;5;3;0;0;1;0;0;0;0;0;807965,934;5831210,966;13,54245;52,54369
51808;11;3;3061332;Helmholtzplatz;2019;3;20;5;3;5;2;2;1;1;0;0;0;0;1;799995,3404;5830193,596;13,42436;52,53901
51809;11;9;9010101;Elsenstraße;2019;11;3;1;2;5;3;2;1;1;0;0;0;0;0;802586,7331;5825078,403;13,4578;52,49173
51810;11;12;12103218;Teichstraße;2019;6;22;7;3;2;6;2;0;1;0;0;0;1;0;794967,9907;5833754,412;13,35361;52,57368
51811;11;11;11041027;Tierpark;2019;8;6;7;3;2;6;0;0;1;0;0;0;1;0;807011,5851;5827382,533;13,52489;52,50991
51812;11;3;3071638;Winsstraße;2019;12;15;5;3;5;2;0;0;1;0;0;0;1;0;800041,508;5828989,963;13,42395;52,5282
51813;11;4;4010101;Jungfernheide;2019;6;13;4;3;5;3;0;0;1;0;0;1;0;0;790669,2166;5828852,893;13,28607;52,53205
51814;11;7;7030303;Grazer Platz;2019;3;15;5;3;2;6;0;0;1;0;0;0;0;1;795184,8199;5822467,795;13,34678;52,47238
51815;11;2;2050602;Samariterviertel;2019;10;19;7;3;2;6;2;0;1;0;1;0;0;0;803062,3053;5827653,723;13,46712;52,51455
51816;11;7;7070701;Kettinger Straße/Schillerstraße;2019;8;9;7;3;0;5;0;0;1;0;0;0;0;0;799241,6791;5816300,144;13,40081;52,41489
51817;11;3;3010104;Lietzengraben;2019;6;12;4;3;3;6;0;0;1;0;0;0;0;0;801086,2854;5838395,945;13,44784;52,61193
51818;11;3;3061131;Falkplatz;2019;3;4;4;3;5;2;2;0;1;0;0;1;0;1;799163,1003;5830601,119;13,41249;52,54312
51819;11;7;7060604;Marienfelde Süd;2019;10;6;4;3;6;7;2;1;0;1;0;0;0;1;796533,241;5815693,925;13,36057;52,41093
51820;11;9;9010202;Köpenicker Landstraße;2019;6;6;5;3;5;3;0;0;1;0;0;0;0;0;804104,3832;5824364,862;13,47943;52,4845
51821;11;1;1044102;Schillerpark;2019;8;18;7;3;5;3;0;0;1;0;0;0;0;0;795879,195;5832056,529;13,3655;52,55796
51822;11;3;3061434;Anton-Saefkow-Park;2019;12;6;7;2;5;3;2;1;1;0;0;0;0;1;800844,6477;5830326,904;13,43696;52,53974
51823;11;10;10040830;Kaulsdorf Süd;2019;5;10;7;3;6;2;0;0;1;1;0;0;0;0;810877,0819;5827088,089;13,58139;52,50509
51824;11;4;4010101;Jungfernheide;2019;3;12;4;2;3;6;0;0;1;0;0;1;0;0;790718,4837;5828897,653;13,28683;52,53242
51825;11;1;1011102;Großer Tiergarten;2019;11;14;1;3;6;7;0;0;0;1;0;0;1;0;796039,0793;5827321,099;13,36364;52,51543
51826;11;7;7030303;Grazer Platz;2019;5;9;6;2;2;6;0;0;1;0;1;0;0;0;796315,5613;5822674,788;13,36357;52,47363
51827;11;4;4020311;Reichsstraße;2019;11;16;6;3;2;6;2;0;1;0;1;0;0;0;790191,5075;5826320,649;13,27683;52,5096
51828;11;9;9010302;Späthsfelde;2019;6;10;4;3;2;6;0;0;1;0;0;0;0;0;802855,2671;5821389,311;13,45839;52,45852
51829;11;3;3040818;Pankow Süd;2019;3;14;4;3;5;3;0;1;1;0;0;0;0;0;798772,7797;5832845,876;13,40877;52,56346
51830;11;1;1011303;Alexanderplatzviertel;2019;10;22;2;3;5;2;2;0;1;0;0;0;1;0;798797,7584;5828013,255;13,40479;52,52013
51831;11;7;7020202;Volkspark (Rudolf-Wilde-Park);2019;8;8;6;3;6;2;0;0;0;1;0;0;1;0;795225,438;5823516,568;13,34831;52,48176
51833;11;10;10010102;Havemannstraße;2019;5;17;6;2;6;4;0;0;1;1;0;0;0;0;809405,3473;5834433,224;13,56662;52,57175
51834;11;2;2010101;Askanischer Platz;2019;6;20;3;3;5;2;0;1;1;0;0;0;0;0;797850,2547;5825505,588;13,38862;52,49817
51835;11;2;2050803;Stralauer Kiez;2019;3;18;4;3;3;7;1;1;0;0;0;0;0;0;801820,579;5826233,408;13,44759;52,50251
51836;11;12;12301203;Wittenau Süd;2019;6;14;2;3;5;2;0;0;0;0;0;0;1;0;793624,5902;5835746,789;13,33561;52,59226
51837;11;9;9020601;Schnellerstraße;2019;8;15;6;3;5;3;0;1;1;0;0;0;0;0;805566,0483;5822152,35;13,49886;52,46385
51838;11;2;2050601;Hausburgviertel;2019;12;7;2;3;5;3;1;0;1;0;0;0;1;0;801649,818;5828881,302;13,44749;52,52634
51839;11;4;4020311;Reichsstraße;2019;5;13;6;3;2;6;0;0;1;0;1;0;0;0;789689,8023;5826244,859;13,2694;52,50919
51840;11;1;1033203;Humboldthain Nordwest;2019;6;12;3;3;2;6;0;0;1;0;1;0;0;0;796190,0571;5830189,938;13,36841;52,54106
51841;11;1;1033203;Humboldthain Nordwest;2019;3;19;4;3;2;1;2;0;1;0;0;0;0;1;796199,5866;5830207,27;13,36857;52,54121
51842;11;3;3040818;Pankow Süd;2019;11;12;3;2;6;3;0;0;1;1;0;0;0;0;800162,0904;5832358,348;13,42876;52,55833
51843;11;12;12304314;Ziekowstraße/Freie Scholle;2019;11;9;6;3;5;3;0;0;1;0;0;1;0;1;790296,294;5835658,787;13,28654;52,59326
51844;11;9;9020601;Schnellerstraße;2019;6;10;3;3;6;7;0;0;1;1;0;0;0;0;806365,1115;5821364,634;13,50986;52,45634
51845;11;7;7040402;Lindenhofsiedlung;2019;3;17;3;3;2;6;1;0;1;0;0;0;0;0;796401,5823;5822622,724;13,36478;52,47311
51846;11;1;1011303;Alexanderplatzviertel;2019;10;12;2;3;3;5;0;1;1;0;0;0;0;0;799327,4473;5827976,894;13,41254;52,51951
51847;11;12;12301203;Wittenau Süd;2019;8;15;6;3;5;3;0;1;1;0;0;0;0;0;794058,9855;5835089,782;13,34142;52,58614
51849;11;3;3061126;Arnimplatz;2019;5;15;5;3;5;2;0;1;0;0;0;1;0;0;799220,299;5831446,957;13,41409;52,55067
51850;11;2;2050803;Stralauer Kiez;2019;6;10;3;3;3;2;0;0;1;0;1;0;0;0;802364,948;5826026,878;13,4554;52,50036
51851;11;2;2050602;Samariterviertel;2019;3;10;3;3;5;2;0;1;1;0;0;0;0;1;802592,0568;5827701,53;13,46026;52,51524
51852;11;7;7060603;Marienfelde Nordost;2019;11;12;4;3;2;6;0;0;1;0;0;1;0;1;797410,563;5817681,447;13,37519;52,42827
51853;11;5;5020524;Weinmeisterhornweg;2019;6;14;4;3;2;6;0;0;1;0;0;0;1;0;783585,0389;5826696,579;13,18007;52,51645
51854;11;4;4020208;Kranzallee;2019;8;8;6;3;2;6;0;0;1;0;0;0;1;0;787396,0225;5825877,046;13,23537;52,5071
51855;11;7;7040402;Lindenhofsiedlung;2019;12;15;2;3;2;6;1;0;1;0;0;0;0;1;796507,0734;5822553,084;13,36627;52,47243
51856;11;9;9020601;Schnellerstraße;2019;6;9;3;2;5;2;0;1;1;0;0;0;0;0;806441,4061;5821308,445;13,51093;52,4558
51857;11;11;11030721;Rüdigerstraße;2019;9;8;2;3;5;2;0;1;0;0;0;0;1;0;803744,8283;5827568,052;13,47707;52,5134
51858;11;7;7020203;Kaiser-Wilhelm-Platz;2019;10;17;4;3;5;2;2;1;1;0;0;0;0;0;795792,0998;5824121,094;13,35716;52,48688
51859;11;10;10010207;Marzahner Promenade;2019;8;12;6;3;5;3;0;1;1;0;0;0;0;0;807870,2942;5830969,554;13,54082;52,54158
51860;11;7;7020202;Volkspark (Rudolf-Wilde-Park);2019;6;9;3;2;5;3;0;1;0;0;1;0;0;0;795341,7031;5823442,265;13,34995;52,48104
51861;11;9;9010302;Späthsfelde;2019;3;5;3;3;2;6;1;0;1;0;0;0;0;0;803094,3065;5820911,759;13,46146;52,45411
51862;11;10;10040830;Kaulsdorf Süd;2019;10;5;3;3;2;6;2;0;1;0;0;0;0;0;811009,3661;5827105,733;13,58335;52,50517
51863;11;4;4030623;Ernst-Reuter-Platz;2019;8;9;6;3;5;2;0;1;1;0;0;0;0;0;793675,0884;5826903,623;13,32853;52,51296
51865;11;3;3061131;Falkplatz;2019;5;9;5;3;0;7;0;1;0;0;0;0;0;0;799138,1249;5830640,271;13,41216;52,54349
51866;11;8;8020619;Buschkrugallee Nord;2019;6;17;3;3;2;6;0;0;1;0;0;0;0;0;801845,6948;5821805,429;13,44395;52,46281
51867;11;3;3040818;Pankow Süd;2019;3;8;2;3;5;3;0;1;1;0;0;0;0;1;800037,6218;5833458,724;13,42793;52,56826
51868;11;10;10030727;Biesdorf Süd;2019;11;16;6;3;2;6;2;0;1;0;0;0;0;0;810649,0813;5827082,467;13,57804;52,50517
51869;11;4;4030417;Schloßstraße;2019;5;9;5;3;2;6;0;1;1;0;0;0;0;1;790849,932;5826429,535;13,2866;52,51023
51870;11;3;3050920;Weißer See;2019;12;20;3;3;0;1;2;0;0;0;1;0;0;2;802749,7488;5831845,321;13,46635;52,55229
51871;11;3;3061429;Greifswalder Straße;2019;6;16;3;3;5;2;0;1;1;0;0;0;0;0;801171,3728;5830805,388;13,4422;52,54385
51872;11;12;12103218;Teichstraße;2019;3;16;2;2;9;1;0;0;1;0;0;0;1;1;795212,5778;5833740,436;13,3572;52,57342
51873;11;7;7050502;Fritz-Werner-Straße;2019;10;8;6;2;5;2;0;0;1;0;1;0;0;0;798586,454;5817930,464;13,39266;52,42986
51874;11;2;2050803;Stralauer Kiez;2019;8;9;6;3;5;3;0;1;0;0;0;0;0;0;802719,0926;5825868,964;13,46046;52,49875
51876;11;7;7050502;Fritz-Werner-Straße;2019;6;14;3;3;5;2;0;1;1;0;0;0;0;0;798728,9858;5817525,866;13,39439;52,42616
51877;11;1;1011104;Körnerstraße;2019;3;18;1;3;2;6;2;0;1;0;0;0;0;1;796191,4313;5825802,629;13,36452;52,50173
51878;11;4;4020311;Reichsstraße;2019;10;9;3;3;5;2;0;0;1;0;0;0;0;1;790143,4583;5826312,385;13,27612;52,50955
51879;11;1;1011105;Nördlicher Landwehrkanal;2019;6;19;4;3;2;6;0;0;1;0;0;0;0;0;796424,3444;5826341,683;13,36842;52,50644
51880;11;4;4020208;Kranzallee;2019;8;8;6;3;2;6;0;0;1;0;0;0;0;0;788848,5959;5826111,059;13,25692;52,50844
51881;11;11;11030721;Rüdigerstraße;2019;12;15;2;3;5;3;1;1;1;1;0;0;0;0;803720,1819;5827570,261;13,47671;52,51344
51882;11;7;7030303;Grazer Platz;2019;5;6;5;3;0;6;1;0;1;0;0;0;0;0;795309,7837;5822792,155;13,34891;52,47522
51883;11;10;10010206;Ringkolonnaden;2019;3;9;1;3;2;6;0;0;1;0;0;0;0;0;808357,1568;5832104,238;13,54903;52,55147
51884;11;1;1044201;Reinickendorfer Straße;2019;11;9;7;3;0;7;0;1;0;1;0;0;0;1;796221,088;5830710,808;13,36933;52,54571
51885;11;7;7040401;Neu-Tempelhof;2019;11;13;4;3;2;2;0;0;1;0;0;0;0;1;797761,0026;5823839,953;13,38582;52,48329
51886;11;9;9020601;Schnellerstraße;2019;6;8;3;3;5;2;0;1;0;0;0;0;1;0;806130,044;5821623,894;13,50665;52,4588
51887;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2019;3;9;1;3;0;1;0;0;0;0;1;0;0;0;801880,9421;5826548,196;13,44877;52,5053
51888;11;9;9010202;Köpenicker Landstraße;2019;10;7;6;3;2;6;1;0;1;0;0;0;0;1;804106,561;5824366,79;13,47946;52,48451
51889;11;12;12103219;Schäfersee;2019;8;7;6;3;6;4;0;1;1;1;0;0;0;0;795756,5146;5832664,623;13,36424;52,56348
51891;11;3;3061126;Arnimplatz;2019;5;9;4;3;0;3;0;1;1;0;0;0;0;0;799238,2409;5831933,867;13,41479;52,55503
51892;11;7;7050506;Birnhornweg;2019;9;8;2;3;5;2;0;1;0;0;0;0;1;0;798857,1817;5817279,695;13,39605;52,42388
51893;11;3;3040614;Pankow Zentrum;2019;6;14;2;3;6;4;0;0;0;1;1;0;0;0;798455,4572;5833336,119;13,40454;52,56803
51894;11;9;9010101;Elsenstraße;2019;3;16;7;3;0;2;0;1;1;0;0;0;0;1;802664,624;5825208,522;13,45906;52,49286
51895;11;5;5020524;Weinmeisterhornweg;2019;6;2;7;3;9;1;2;0;1;0;0;0;0;0;783596,1073;5826693,548;13,18023;52,51641
51896;11;3;3061429;Greifswalder Straße;2019;12;9;7;3;6;4;0;0;1;1;0;0;0;0;801350,1421;5831004,525;13,44501;52,54553
51897;11;9;9020601;Schnellerstraße;2019;5;16;4;3;2;6;0;0;1;0;1;0;1;0;806505,4757;5821228,664;13,5118;52,45505
51898;11;7;7050501;Rathausstraße;2019;11;16;1;3;2;6;0;0;1;0;0;0;1;1;798052,4613;5819460,045;13,38619;52,44387
191144;11;12;12231101;Hermsdorf;2019;1;11;4;3;6;7;0;1;0;1;0;0;0;1;791681,7592;5838148,279;13,30913;52,61484
191145;11;11;11010310;Mühlengrund;2019;1;17;4;3;5;3;2;0;1;0;0;0;0;1;805414,1672;5833318,89;13,50688;52,56401
191146;11;6;6020306;Lankwitz Süd;2019;1;17;4;3;5;2;2;1;1;0;0;0;0;1;795683,6275;5816883,62;13,34916;52,42206
191147;11;7;7040405;Rathaus Tempelhof;2019;1;17;4;3;1;5;2;1;0;0;0;0;1;1;798485,0395;5821664,59;13,39451;52,46339
191148;11;6;6010101;Fichtenberg;2019;1;16;4;3;5;3;2;1;0;0;0;0;1;1;793391,8665;5820412,053;13,31866;52,45492
191149;11;10;10010203;Gewerbegebiet Bitterfelder Straße;2019;1;16;4;3;5;3;2;0;1;0;0;0;0;1;808402,1959;5833051,475;13,55058;52,55993
191150;11;10;10010309;Springpfuhl;2019;1;7;4;3;6;7;1;0;1;1;0;0;0;1;808563,9035;5830111,05;13,55022;52,53349
191151;11;1;1044201;Reinickendorfer Straße;2019;1;7;4;3;5;2;2;1;0;0;0;0;1;1;796666,7445;5831961,092;13,377;52,55668
191152;11;4;4051551;Brabanter Platz;2019;1;7;4;3;5;2;2;1;1;0;0;0;0;1;793333,618;5823074,251;13,32014;52,47882
191153;11;1;1011202;Unter den Linden Nord;2019;1;6;4;3;2;6;2;0;1;0;0;0;0;1;798552,7194;5827799,39;13,401;52,51835
191154;11;7;7040401;Neu-Tempelhof;2019;1;6;4;3;6;4;2;0;1;1;0;0;0;1;797670,5855;5823851,132;13,38451;52,48344
191155;11;1;1044103;Westliche Müllerstraße;2019;1;15;4;3;5;3;1;0;1;0;1;0;0;1;795151,5091;5831044,886;13,3539;52,54929
191156;11;7;7010102;Nollendorfplatz;2019;1;5;4;3;5;7;1;0;1;0;0;0;1;1;795521,952;5824979,321;13,35396;52,49472
191157;11;3;3020209;Niederschönhausen;2019;1;7;4;3;5;2;2;1;1;0;0;0;0;1;798135,557;5835470,38;13,40176;52,58733
191158;11;5;5020523;Maulbeerallee;2019;1;8;4;3;6;7;2;0;1;1;0;0;0;1;783150,3982;5827365,08;13,17425;52,52267
191159;11;6;6010209;Feuerbachstraße;2019;1;8;4;3;1;5;0;0;1;0;0;0;1;1;794724,9696;5821642,714;13,3393;52,46524
191160;11;1;1033203;Humboldthain Nordwest;2019;1;10;4;3;6;7;0;0;1;1;0;0;0;1;796800,8498;5830360,098;13,37754;52,54226
191161;11;10;10020622;Kaulsdorf Nord I;2019;1;6;4;3;2;2;2;0;1;0;0;0;0;1;811156,6377;5829142,581;13,58742;52,52334
191162;11;8;8041035;Blumenviertel;2019;1;10;4;3;2;6;0;0;1;0;0;0;0;1;804800,4146;5817834,717;13,48369;52,42558
191163;11;6;6020303;Lankwitz Kirche;2019;1;10;4;2;6;2;0;0;1;1;0;0;0;1;795366,6662;5818441,87;13,34589;52,4362
191164;11;3;3040614;Pankow Zentrum;2019;1;10;4;2;2;6;0;0;1;0;0;0;0;1;798965,8035;5835022,436;13,41357;52,58286
191165;11;3;3030716;Märchenland;2019;1;9;4;3;0;7;0;0;1;0;0;0;0;1;802887,3437;5833540,902;13,46992;52,56742
191166;11;5;5030832;Rohrdamm;2019;1;5;4;3;3;6;2;0;1;0;0;1;0;1;789585,2893;5829308,583;13,27053;52,53671
191167;11;4;4030518;Tegeler Weg;2019;1;16;4;3;5;2;0;0;1;0;0;0;0;1;791388,2177;5828585,686;13,2964;52,52927
191168;11;2;2010103;Moritzplatz;2019;1;18;4;3;5;3;2;0;1;0;0;0;0;1;799550,5246;5825854,841;13,41391;52,50037
191169;11;1;1044103;Westliche Müllerstraße;2019;1;16;3;2;6;4;1;0;1;1;0;0;0;0;794815,6528;5830253,858;13,34826;52,54238
191170;11;12;12103220;Humboldtstraße;2019;1;18;3;3;2;6;2;0;1;0;0;0;0;1;793422,8871;5833181,411;13,33037;52,56938
191171;11;8;8020619;Buschkrugallee Nord;2019;1;18;4;3;2;6;2;0;1;0;0;0;0;1;801403,894;5821113,144;13,43684;52,45685
191172;11;2;2040702;Weberwiese;2019;1;10;3;3;1;5;0;1;1;0;0;0;0;1;801855,2577;5827407,853;13,44917;52,51302
191173;11;1;1011202;Unter den Linden Nord;2019;1;10;3;3;6;4;0;1;0;1;0;0;0;1;797863,96;5827637,309;13,39073;52,51727
191174;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2019;1;7;3;3;5;3;2;0;1;0;0;0;0;1;801767,78;5826253,667;13,44684;52,50272
191175;11;2;2010102;Mehringplatz;2019;1;22;3;3;6;2;2;0;1;1;0;0;0;1;798447,1062;5826543,447;13,39832;52,50715
191176;11;10;10010207;Marzahner Promenade;2019;1;19;3;3;6;2;2;0;1;1;0;0;0;1;808401,6598;5831204,46;13,54885;52,54338
191177;11;7;7010102;Nollendorfplatz;2019;1;20;3;3;6;7;2;0;1;1;0;0;0;1;795252,8109;5825058,622;13,35008;52,49557
191178;11;12;12231101;Hermsdorf;2019;1;20;3;2;5;3;2;0;1;0;0;0;0;1;791424,9864;5838774,098;13,3059;52,62059
191179;11;7;7010101;Wittenbergplatz/Viktoria-Luise-Platz;2019;1;20;3;3;6;4;1;0;1;1;0;0;0;1;794696,054;5825759,424;13,34252;52,50216
191180;11;11;11030618;Fennpfuhl West;2019;1;19;3;3;1;5;2;1;1;0;0;0;0;1;803271,6767;5828979,787;13,47141;52,52632
191181;11;5;5010101;Hakenfelde Nord;2019;1;18;3;3;2;7;2;0;1;0;0;0;0;1;784038,9666;5832447,647;13,19166;52,56778
191182;11;7;7060603;Marienfelde Nordost;2019;1;18;3;3;2;6;2;0;1;0;0;0;0;1;797419,2196;5817417,887;13,37509;52,42591
191183;11;5;5010314;Carl-Schurz-Straße;2019;1;18;3;2;6;2;2;0;1;1;0;0;0;1;784801,3049;5828808,961;13,19976;52,53475
