OBJECTID;LAND;BEZ;LOR;STRASSE;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
112695;11;2;2050602;Samariterviertel;2500729;2018;1;15;4;3;6;4;0;0;1;1;0;0;0;1;803604,1562;5827580,738;13,4750178;52,51359681
112705;11;12;12304314;Ziekowstraße/Freie Scholle;12500824;2018;1;11;2;3;2;6;0;0;1;0;0;0;0;0;790639,5854;5835009,589;13,29102205;52,58725906
112726;11;2;2040501;Barnimkiez;2400520;2018;1;9;3;3;6;4;0;0;1;1;0;0;0;0;799827,9618;5828733,523;13,42057818;52,52601854
112737;11;7;7020202;Volkspark (Rudolf-Wilde-Park);7200308;2018;1;17;2;3;6;7;2;0;1;1;0;0;0;0;795223,509;5823525,402;13,34828776;52,48184447
112747;11;3;3020209;Niederschönhausen;3200206;2018;1;15;4;3;6;7;1;1;0;1;0;0;0;1;798261,3849;5835047,26;13,40322797;52,58347154
112770;11;10;10010206;Ringkolonnaden;10100208;2018;1;5;2;2;2;6;2;0;1;0;0;0;0;0;808320,0275;5832060,055;13,54844656;52,5510946
112792;11;4;4061757;Forst Grunewald;4200207;2018;1;17;2;3;2;6;2;0;1;0;0;0;1;1;788961,8201;5823583,542;13,25639043;52,48571541
112805;11;3;3010104;Lietzengraben;3100101;2018;1;16;5;3;2;6;2;0;1;0;0;0;0;1;799543,5822;5840743,375;13,42725182;52,63382261
112820;11;1;1011303;Alexanderplatzviertel;1100310;2018;1;14;2;3;6;4;0;0;1;1;0;0;0;0;799255,9754;5827907,973;13,41142938;52,51893299
112837;11;12;12103218;Teichstraße;12100205;2018;1;21;7;3;0;1;2;0;0;0;1;0;0;1;794735,9234;5833763,947;13,35020475;52,57388905
112848;11;1;1011303;Alexanderplatzviertel;1100310;2018;1;17;3;3;2;6;2;0;1;0;0;0;0;1;799698,6291;5828456,085;13,41842748;52,52360287
112862;11;7;7040403;Manteuffelstraße                                                                                    ;7400823;2018;1;16;4;3;2;6;2;0;1;0;0;0;0;1;797300,7087;5822341,224;13,37773011;52,47010259
112892;11;3;3071639;Bötzowstraße;3701660;2018;1;11;5;3;5;2;0;1;1;0;0;0;0;1;800551,721;5829808,492;13,43218628;52,53525526
112902;11;2;2050602;Samariterviertel;2500729;2018;1;8;2;3;5;2;0;1;1;0;0;0;0;0;803320,7292;5827627,446;13,47089659;52,51417313
112921;11;1;1011204;Leipziger Straße                                                                                    ;1100207;2018;1;19;4;3;5;7;2;1;1;0;0;0;0;1;798174,6913;5826939,978;13,39467345;52,51084845
112937;11;3;3061429;Greifswalder Straße;3601449;2018;1;6;5;3;5;2;2;0;1;0;0;0;0;0;801321,3169;5831010,369;13,44458831;52,54560285
112947;11;9;9020601;Schnellerstraße                                                                                     ;9200613;2018;1;18;4;2;5;3;2;1;1;0;0;0;0;1;806109,6297;5821644,404;13,50637217;52,45899296
112957;11;5;5020524;Weinmeisterhornweg;5200528;2018;1;15;1;3;5;3;0;0;1;0;0;0;0;0;783456,9675;5826649,548;13,17815056;52,51609207
112980;11;7;7040403;Manteuffelstraße                                                                                    ;7400823;2018;1;13;3;3;3;6;0;0;1;0;0;1;0;0;797280,6469;5822341,794;13,37743615;52,47011861
112992;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2400625;2018;1;11;7;3;6;4;0;1;0;1;0;0;0;0;801869,0006;5826509,17;13,44855444;52,50495533
113009;11;1;1011102;Großer Tiergarten;1100102;2018;1;8;3;3;5;3;0;1;1;0;0;0;0;1;796672,8095;5827413,591;13,3730303;52,5159128
113020;11;12;12304314;Ziekowstraße/Freie Scholle;12500824;2018;1;7;6;3;0;7;1;0;0;0;1;0;0;1;790106,503;5836069,675;13,28410402;52,5970472
113046;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;1;15;2;3;0;3;0;0;1;0;0;0;1;0;797631,464;5818590,607;13,37924233;52,43630206
113058;11;3;3061131;Falkplatz;3601142;2018;1;10;5;3;6;2;0;0;0;1;0;0;1;1;799177,0292;5830362,026;13,41247778;52,54097318
113087;11;3;3050923;Weißenseer Spitze;3500934;2018;1;9;4;3;1;5;0;0;1;0;0;1;0;1;800276,8143;5831846,668;13,42998793;52,55367547
113110;11;7;7040403;Manteuffelstraße                                                                                    ;7400825;2018;1;0;1;2;2;6;2;0;1;0;0;0;0;0;797874,63;5820482,662;13,38449562;52,45312998
113121;11;3;3061131;Falkplatz;3601142;2018;1;14;4;3;0;6;0;0;0;0;1;0;1;1;799207,1836;5831162,846;13,41364244;52,54813473
113151;11;1;1011303;Alexanderplatzviertel;1100310;2018;1;17;4;2;2;6;2;0;1;0;0;0;0;1;799707,8377;5828471,915;13,41857706;52,5237397
113164;11;1;1033203;Humboldthain Nordwest                                                                               ;1300836;2018;1;22;6;3;2;6;2;0;1;0;0;0;0;0;796184,661;5830195,038;13,36833544;52,54111108
113175;11;1;1011303;Alexanderplatzviertel;1100310;2018;1;9;3;3;2;6;0;0;1;0;0;0;1;0;799268,9196;5827909,151;13,41162064;52,51893645
113194;11;1;1011303;Alexanderplatzviertel;1100310;2018;1;17;5;3;3;6;2;0;1;0;0;0;0;1;799242,726;5827890,347;13,41121885;52,51878227
113205;11;12;12231101;Hermsdorf;12400723;2018;1;7;3;3;6;2;1;0;1;1;0;0;0;2;792159,9652;5838427,271;13,31641633;52,61708257
113215;11;4;4010101;Jungfernheide;4100101;2018;1;13;1;3;2;6;0;0;1;0;0;0;0;0;790854,7916;5828944,005;13,28887346;52,53276686
113235;11;1;1011303;Alexanderplatzviertel;1100310;2018;1;12;2;3;5;3;0;1;0;0;0;0;1;0;799649,926;5828435,566;13,41769328;52,52344572
113255;11;4;4030417;Schloßstraße;4300414;2018;1;19;4;3;2;6;2;0;1;0;0;0;0;0;791779,8953;5826580,804;13,30039993;52,51108677
113267;11;3;3061434;Anton-Saefkow-Park;3601451;2018;1;8;2;3;6;4;0;1;0;1;0;0;0;0;800637,4113;5829909,787;13,43353746;52,53611592
113277;11;2;2050602;Samariterviertel;2500727;2018;1;8;5;3;5;3;0;1;1;0;0;0;0;1;802120,6408;5828072,797;13,45367006;52,51883086
113302;11;4;4010101;Jungfernheide;4100101;2018;1;6;2;3;2;6;1;0;1;0;0;0;0;0;791408,8416;5830549,662;13,29842668;52,54686536
113314;11;2;2040701;Andreasviertel;2400521;2018;1;8;5;2;5;3;0;1;1;0;0;0;0;1;800966,492;5827868,971;13,43652747;52,51764211
113324;11;7;7020203;Kaiser-Wilhelm-Platz;7200411;2018;1;6;3;1;5;2;2;1;0;0;0;1;0;1;795793,405;5824123,78;13,35718628;52,48690005
113335;11;3;3040818;Pankow Süd                                                                                          ;3400830;2018;1;15;5;3;6;3;0;0;1;1;0;0;0;0;800036,825;5833449,289;13,42790784;52,56817242
113351;11;7;7040405;Rathaus Tempelhof;7400927;2018;1;19;2;3;3;6;2;0;1;0;0;0;0;0;797915,041;5822365,976;13,38676944;52,46998979
113369;11;3;3020307;Buchholz;3200309;2018;1;22;7;3;2;6;2;0;1;0;0;0;0;0;801037,5087;5836796,519;13,44566793;52,59762124
113380;11;3;3040818;Pankow Süd                                                                                          ;3400826;2018;1;19;3;3;2;6;2;0;1;0;0;0;0;0;799132,3423;5832324,402;13,41358859;52,55858737
113425;11;3;3071639;Bötzowstraße;3701660;2018;1;11;6;3;1;5;0;1;1;0;0;0;0;0;800324,1264;5829441,41;13,42850921;52,53209046
113437;11;4;4041134;Bismarckallee;4400726;2018;1;10;2;3;3;6;0;0;1;0;0;0;0;0;790711,8068;5824956,191;13,28328727;52,49709232
113456;11;12;12231102;Frohnau;12400721;2018;1;12;4;3;2;6;0;0;1;0;0;0;1;1;791035,8465;5841190,008;13,30229234;52,64245276
113468;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;1;9;3;3;6;4;0;0;1;1;0;0;0;1;798181,752;5818924,81;13,38761144;52,43899811
113473;11;7;7030303;Grazer Platz;7300619;2018;1;16;5;2;5;3;0;1;1;0;0;0;0;1;795573,439;5823307,799;13,35323275;52,47970452
113484;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;1;10;4;2;5;3;0;1;1;0;0;0;0;1;797451,0135;5817860,22;13,37594587;52,42985299
113494;11;3;3061434;Anton-Saefkow-Park;3601451;2018;1;17;1;3;3;6;2;0;0;0;1;0;1;0;800636,0337;5829879,192;13,43348954;52,53584246
113516;11;1;1011303;Alexanderplatzviertel;1100310;2018;1;6;3;3;5;3;2;1;1;0;0;0;0;0;799651,4973;5828438,163;13,41771871;52,52346813
113529;11;4;4041133;Güterbahnhof Grunewald;4400725;2018;1;16;2;3;2;6;2;0;1;0;0;0;1;0;790575,9212;5825144,189;13,28145524;52,49885011
113539;11;4;4041134;Bismarckallee;4400726;2018;1;19;4;3;3;6;2;0;1;0;0;0;0;1;791089,4446;5824656,266;13,28857229;52,49420221
113559;11;4;4010101;Jungfernheide;4100101;2018;1;22;6;3;2;6;2;0;1;0;0;1;0;0;790847,9678;5828941,131;13,28877063;52,53274473
113585;11;6;6010101;Fichtenberg;6100101;2018;1;17;2;3;2;6;2;0;1;0;0;0;0;0;793312,0452;5820308,427;13,31739335;52,45403539
113598;11;4;4041133;Güterbahnhof Grunewald;4400725;2018;1;17;5;3;2;6;2;0;1;0;0;0;0;0;790636,2253;5825026,655;13,28223853;52,49776429
113631;11;2;2050602;Samariterviertel;2500727;2018;1;10;7;2;5;3;0;1;1;0;0;0;0;0;802593,0932;5827685,553;13,46025955;52,51509809
113652;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;1;20;2;3;0;1;2;0;0;0;1;0;0;2;798461,0121;5818169,422;13,39103313;52,43207457
113664;11;1;1011201;Wilhelmstraße                                                                                       ;1100205;2018;1;16;4;3;2;6;2;0;0;0;1;0;1;1;797285,7632;5826772,607;13,3814641;52,50983334
113695;11;4;4020310;Park Ruhwald;4200308;2018;1;10;5;3;3;6;0;0;1;0;0;1;0;1;790468,5846;5828468,873;13,28278069;52,52871325
113705;11;7;7050501;Rathausstraße                                                                                       ;7501030;2018;1;15;2;3;2;6;1;0;1;0;0;0;0;0;797925,3269;5820119,51;13,38491553;52,44984708
113716;11;3;3061434;Anton-Saefkow-Park;3601451;2018;1;8;3;2;6;4;0;0;1;1;0;0;0;0;800658,3963;5830028,172;13,43395303;52,53716546
113735;11;4;4020313;Königin-Elisabeth-Straße;4200311;2018;1;11;5;3;2;6;0;0;1;0;0;0;0;0;790600,0963;5827215,139;13,28361836;52,51740341
113746;11;7;7020202;Volkspark (Rudolf-Wilde-Park);7200308;2018;1;6;3;3;6;2;2;0;1;1;0;0;0;1;795505,0232;5823341,843;13,35225844;52,48004673
113756;11;10;10010102;Havemannstraße                                                                                      ;10100103;2018;1;3;1;2;1;5;2;0;1;0;0;1;0;0;809167,3789;5833895,087;13,56261332;52,56705917
113779;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;1;20;3;2;6;2;2;0;1;1;0;0;0;1;797691,1729;5818749,532;13,38025961;52,43769417
113798;11;7;7040402;Lindenhofsiedlung;7400822;2018;1;19;4;3;2;6;2;0;1;0;0;0;0;1;796440,241;5822614,971;13,36534305;52,47302409
113809;11;6;6030605;Botanischer Garten;6300629;2018;1;18;3;2;6;4;2;0;1;1;0;0;0;1;792904,7962;5820060,987;13,31120027;52,45203552
113820;11;10;10040830;Kaulsdorf Süd                                                                                       ;10400837;2018;1;15;5;3;5;2;0;1;1;0;0;0;0;0;810779,2625;5827081,119;13,57994696;52,505079
113844;11;9;9020601;Schnellerstraße                                                                                     ;9200613;2018;1;8;2;3;5;2;0;1;1;0;0;0;0;0;806439,505;5821310,29;13,51090542;52,45581365
113855;11;12;12231101;Hermsdorf;12400723;2018;1;6;5;3;5;2;0;1;1;0;0;0;0;1;791745,0419;5839577,954;13,31132041;52,62762084
113873;11;7;7040401;Neu-Tempelhof;7400720;2018;1;22;6;3;2;6;2;0;1;0;0;0;0;0;797766,8271;5823725,917;13,38580817;52,48226095
113883;11;2;2050602;Samariterviertel;2500729;2018;1;20;4;3;6;2;2;0;1;1;0;0;0;1;803095,8118;5827633,466;13,46759778;52,51435211
113906;11;1;1011303;Alexanderplatzviertel;1100310;2018;1;23;7;3;6;7;2;0;1;1;0;0;0;0;799219,9755;5827862,421;13,41085944;52,51854444
113917;11;10;10030726;Alt-Biesdorf;10300733;2018;1;9;4;3;3;6;0;0;1;0;0;1;0;1;809540,5905;5827377,28;13,56203103;52,50843719
113960;11;7;7040403;Manteuffelstraße                                                                                    ;7400824;2018;1;13;6;3;5;2;0;0;1;0;0;0;0;0;797848,732;5822304,287;13,38574109;52,46947297
113971;11;1;1011105;Nördlicher Landwehrkanal                                                                            ;1100102;2018;1;8;3;2;6;4;0;0;1;1;0;0;0;0;796832,3124;5826681,805;13,37472125;52,50926632
113989;11;9;9010101;Elsenstraße                                                                                         ;9100101;2018;1;17;4;3;0;4;2;0;0;1;0;0;1;0;802588,2121;5825065,803;13,45780719;52,49162011
114000;11;2;2050602;Samariterviertel;2500729;2018;1;9;3;2;6;4;0;0;1;1;0;0;0;1;803499,8524;5827592,797;13,47349649;52,51376294
114011;11;12;12103218;Teichstraße;12100205;2018;1;6;6;3;5;3;2;0;1;0;0;0;0;1;794370,9556;5834514,913;13,34550162;52,58081839
114017;11;6;6040703;Nikolassee;6400737;2018;3;13;7;3;5;2;0;0;1;0;0;0;0;0;786510,6998;5816950,01;13,21469962;52,42753172
114018;11;1;1011303;Alexanderplatzviertel;1100310;2018;11;18;2;3;3;6;2;1;1;0;0;0;0;0;799538,9712;5828289,734;13,41593143;52,52219952
114019;11;7;7020202;Volkspark (Rudolf-Wilde-Park);7200308;2018;8;19;5;3;5;2;0;1;1;0;0;0;0;0;795496,134;5823347,6;13,35213303;52,48010314
114021;11;1;1011202;Unter den Linden Nord;1100206;2018;10;22;6;3;1;5;2;1;1;0;0;0;0;0;798127,4824;5827658,786;13,39462387;52,51731745
114022;11;2;2040701;Andreasviertel;2400521;2018;8;16;3;3;2;6;0;0;1;0;0;0;0;0;800453,6299;5827925,048;13,42904261;52,51842753
114023;11;2;2050602;Samariterviertel;2500728;2018;4;19;2;2;3;6;0;1;0;0;0;0;0;0;802924,6525;5827667,705;13,46511441;52,51475407
114024;11;3;3010104;Lietzengraben;3100101;2018;4;16;4;3;2;6;0;0;1;0;0;0;0;0;800437,0032;5839079,544;13,43890139;52,6184162
114025;11;10;10030726;Alt-Biesdorf;10300733;2018;5;14;4;2;5;3;0;1;1;0;0;0;0;0;809148,2029;5827396,06;13,55628531;52,50882799
114026;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;11;8;6;3;5;3;0;0;1;0;0;0;1;0;798175,052;5818922,512;13,38751112;52,43898116
114027;11;6;6040701;Wannsee;6400735;2018;12;9;3;3;0;3;0;0;1;0;1;0;0;1;782668,2623;5815803,755;13,15736973;52,41925252
114028;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;9;14;5;3;2;6;0;0;1;0;1;0;0;0;798150,3777;5819053,01;13,38726562;52,44016438
114029;11;4;4041134;Bismarckallee;4400726;2018;8;7;6;3;2;6;0;0;1;0;0;0;1;0;791093,0025;5824642,739;13,28861273;52,49407904
114030;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;6;11;6;3;2;6;0;0;1;0;0;0;0;0;797451,189;5817861,029;13,37594916;52,42986014
114031;11;2;2050801;Traveplatz;2500830;2018;7;22;4;3;0;1;2;0;0;0;1;0;0;0;802134,6659;5827649,017;13,4534913;52,51502475
114032;11;1;1044102;Schillerpark;1400940;2018;5;7;4;3;5;3;0;0;1;0;0;0;0;0;795861,856;5832068,44;13,36525867;52,55807966
114033;11;3;3010104;Lietzengraben;3100101;2018;3;18;6;3;0;3;0;0;1;0;0;0;0;0;799972,4783;5839510,022;13,43245097;52,62253125
114034;11;2;2050803;Stralauer Kiez;2500835;2018;11;14;3;3;6;7;0;0;0;1;0;0;1;0;801799,709;5826241,582;13,44729412;52,50259525
114035;11;3;3020307;Buchholz;3200309;2018;6;11;1;3;9;1;0;0;1;0;0;0;0;1;800688,1818;5838756,153;13,44230639;52,61537872
114036;11;4;4041239;Stadion Wilmersdorf;4400830;2018;12;23;5;2;8;1;2;0;1;0;0;0;0;1;792060,7667;5823867,322;13,30214736;52,48661056
114037;11;12;12302211;Lübarser Straße;12601031;2018;10;16;7;3;6;7;0;0;1;1;0;0;0;0;793224,3513;5836722,309;13,33058211;52,60122543
114038;11;3;3061429;Greifswalder Straße;3601449;2018;8;17;5;3;2;6;0;0;1;0;0;0;0;0;801488,4872;5831152,035;13,44717465;52,54678012
114039;11;7;7010104;Dennewitzplatz;7100206;2018;4;21;4;3;2;6;2;1;1;0;0;0;0;0;796004,8627;5824581,312;13,36069776;52,49088684
114040;11;7;7060601;Marienfelder Allee Nordwest;7601236;2018;3;17;1;3;5;2;0;1;1;0;0;0;0;0;796597,7717;5816000,138;13,36178399;52,41364202
114041;11;2;2050602;Samariterviertel;2500729;2018;5;14;5;3;2;6;0;0;1;0;1;0;0;0;803116,7571;5827631,391;13,4679036;52,51432187
114042;11;12;12103117;Letteplatz;12100101;2018;10;6;5;3;2;6;2;0;1;0;0;0;0;1;795780,9711;5832528,133;13,36447875;52,5622443
114043;11;2;2050602;Samariterviertel;2500727;2018;3;20;6;3;5;2;2;0;1;0;1;0;0;0;802149,456;5827732,442;13,45378434;52,5157643
114044;11;7;7040405;Rathaus Tempelhof;7400927;2018;11;6;3;3;3;6;1;0;0;0;0;1;1;0;798462,3198;5822103,461;13,39456752;52,46733793
114045;11;1;1044102;Schillerpark;1400940;2018;9;9;1;3;5;3;0;0;1;0;0;0;0;0;795879,035;5832057,388;13,36550149;52,55797126
114046;11;7;7050501;Rathausstraße                                                                                       ;7501030;2018;8;17;6;3;5;3;0;1;1;0;0;0;0;0;798088,3878;5819263,717;13,38654429;52,44208694
114047;11;12;12103117;Letteplatz;12100101;2018;6;12;2;3;2;6;0;0;1;0;0;0;0;0;795792,5376;5832459,599;13,36458779;52,56162367
114048;11;10;10040830;Kaulsdorf Süd                                                                                       ;10400837;2018;7;13;2;2;2;6;0;0;1;0;0;0;0;0;811201,0308;5827102,304;13,58616073;52,50502846
114049;11;6;6030503;Zehlendorf Mitte                                                                                    ;6300527;2018;6;10;3;3;5;2;0;0;1;0;0;0;0;0;790297,8072;5818370,47;13,27147604;52,4382703
114050;11;10;10040830;Kaulsdorf Süd                                                                                       ;10400837;2018;8;10;5;3;0;1;0;0;0;0;1;0;0;0;811418,282;5827111,178;13,5893595;52,50498403
114051;11;2;2040503;Richard-Sorge-Viertel;2400522;2018;5;18;5;3;6;4;0;1;0;1;0;0;0;0;801669,5815;5827796,693;13,44679225;52,51660582
114052;11;8;8020620;Tempelhofer Weg;8200624;2018;4;6;5;3;2;6;0;0;1;0;0;0;0;0;801065,8538;5821687,217;13,43240248;52,46217858
114053;11;12;12103117;Letteplatz;12100101;2018;12;8;3;3;5;2;0;0;1;0;0;0;0;1;795828,5144;5832340,954;13,36501121;52,56054059
114054;11;9;9010301;Baumschulenstraße;9100305;2018;9;12;7;3;3;6;0;0;1;0;0;0;0;0;804914,0868;5822796,576;13,4898835;52,46998778
114055;11;1;1011303;Alexanderplatzviertel;1100310;2018;9;4;1;2;9;1;1;0;1;0;0;0;0;0;798822,2693;5828008,964;13,40514725;52,52007606
114056;11;1;1011104;Körnerstraße                                                                                        ;1100104;2018;7;9;6;3;0;1;0;0;0;0;1;0;0;0;796402,0862;5826262,34;13,36802711;52,50574015
114057;11;2;2050602;Samariterviertel;2500727;2018;7;15;7;3;9;1;0;1;0;0;0;0;0;0;802108,5723;5827991,558;13,45341896;52,5181094
114058;11;3;3061131;Falkplatz;3601142;2018;3;8;4;3;2;6;0;0;1;0;0;0;0;1;799141,926;5830367,385;13,41196655;52,54104049
114059;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2400625;2018;5;18;6;3;0;6;0;1;0;1;0;0;0;0;801871,5387;5826517,464;13,44859924;52,50502827
114060;11;7;7060601;Marienfelder Allee Nordwest;7601236;2018;10;13;5;3;5;3;0;1;1;0;0;0;0;0;796597,9202;5816000,467;13,36178646;52,41364489
114061;11;2;2050602;Samariterviertel;2500727;2018;3;20;6;3;5;2;2;0;1;0;0;0;0;0;802149,456;5827732,442;13,45378434;52,5157643
114062;11;7;7040405;Rathaus Tempelhof;7400927;2018;11;12;6;2;3;6;0;0;1;0;0;1;0;1;798928,7943;5821875,765;13,40120994;52,46504192
114063;11;7;7050501;Rathausstraße                                                                                       ;7501030;2018;9;13;2;3;5;2;0;0;1;0;1;0;0;0;798039,5966;5819470,632;13,38601313;52,44396831
114064;11;6;6040701;Wannsee;6400735;2018;8;18;7;3;2;6;0;0;1;0;1;0;0;0;782353,0208;5815740,739;13,15269333;52,41885022
114065;11;3;3040614;Pankow Zentrum                                                                                      ;3400723;2018;6;22;3;3;9;1;2;0;1;0;0;0;0;0;798468,7261;5833311,817;13,40471687;52,5678022
114066;11;1;1011303;Alexanderplatzviertel;1100310;2018;10;16;3;3;6;2;0;0;1;1;0;0;0;0;799263,811;5827877,04;13,41151669;52,51865143
114067;11;8;8010510;Gewerbegebiet Köllnische Heide;8100521;2018;6;13;5;3;2;6;0;0;1;0;0;0;0;0;802593,1455;5821806,137;13,45492201;52,46240091
114068;11;9;9010101;Elsenstraße                                                                                         ;9100101;2018;8;15;6;3;5;2;0;0;1;0;0;0;0;0;802671,2263;5824985,939;13,45895361;52,49085826
114069;11;7;7040405;Rathaus Tempelhof;7400927;2018;4;10;7;3;0;7;0;0;1;0;0;0;0;0;799349,4005;5821552,797;13,40709308;52,46191667
114070;11;11;11030721;Rüdigerstraße;11300724;2018;4;19;7;3;2;6;0;0;1;0;0;0;0;0;804459,966;5827510,425;13,48752583;52,51248961
114071;11;3;3010104;Lietzengraben;3100101;2018;6;12;6;3;2;6;0;0;1;0;0;0;0;0;800250,6938;5839247,077;13,43630979;52,62002078
114072;11;3;3061332;Helmholtzplatz;3701657;2018;12;18;6;3;5;7;2;1;1;0;0;0;0;1;799989,0712;5830222,718;13,42428982;52,53927808
114073;11;1;1011304;Karl-Marx-Allee;1100311;2018;9;17;2;3;5;3;1;1;0;0;0;0;0;1;800013,4969;5828099,648;13,42273301;52,52023483
114074;11;1;1011105;Nördlicher Landwehrkanal                                                                            ;1100102;2018;9;18;3;3;3;6;0;0;1;0;1;0;0;0;796747,7719;5826665,44;13,37346464;52,50916562
114075;11;4;4020311;Reichsstraße;4200310;2018;6;15;3;3;1;5;0;1;1;0;0;0;0;0;789448,3906;5826205,97;13,26581496;52,50896847
114076;11;4;4020314;Messegelände;4200311;2018;7;23;7;2;3;7;2;0;1;0;1;0;0;0;790503,1269;5825463,717;13,28066465;52,50175346
114077;11;7;7040405;Rathaus Tempelhof;7400927;2018;5;12;1;3;2;6;0;0;1;0;0;0;0;0;798278,8266;5822233,796;13,3919909;52,46860645
114078;11;2;2020202;Rathaus Yorckstraße;2200208;2018;3;8;6;3;6;6;0;1;0;1;0;0;0;0;797827,56;5824960,189;13,38780284;52,49329165
114079;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2400625;2018;11;19;7;3;6;7;2;1;0;1;0;0;0;0;801874,6782;5826527,725;13,44865466;52,5051185
114081;11;4;4041137;Flinsberger Platz;4400727;2018;10;13;4;3;2;6;0;0;1;0;0;0;0;0;791436,9531;5824476,639;13,29351933;52,49240641
114082;11;7;7040403;Manteuffelstraße                                                                                    ;7400824;2018;8;16;2;3;6;2;0;0;1;1;0;0;0;0;797829,1622;5822372,144;13,38551442;52,4700919
114083;11;4;4020314;Messegelände;4200311;2018;4;17;1;3;2;6;0;0;1;0;0;0;0;0;790538,3225;5825776,298;13,28145445;52,50453704
114084;11;7;7040405;Rathaus Tempelhof;7400927;2018;4;1;2;3;9;1;2;0;1;0;0;0;0;1;799053,1242;5821759,856;13,40293075;52,46393491
114085;11;11;11030721;Rüdigerstraße;11300724;2018;5;10;2;2;2;6;0;0;1;0;0;0;0;0;804499,9012;5827506,225;13,48810864;52,51242968
114086;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;10;21;4;3;5;2;2;0;1;0;0;0;0;0;798467,0339;5818154,763;13,39110836;52,43193989
114087;11;12;12103117;Letteplatz;12100101;2018;3;17;6;3;5;3;1;1;1;0;0;0;0;0;795798,7263;5832512,018;13,36472555;52,56209019
114088;11;3;3061131;Falkplatz;3601142;2018;12;5;1;3;6;4;2;1;0;1;0;0;0;1;799141,7426;5830378,27;13,41197365;52,54113816
114089;11;7;7040402;Lindenhofsiedlung;7400822;2018;9;18;4;2;2;1;0;0;1;0;0;0;0;0;796438,1066;5822616,383;13,36531297;52,47303791
114090;11;3;2040501;Barnimkiez;2400520;2018;8;20;5;3;3;6;1;1;1;0;0;0;0;1;799987,6921;5828911,663;13,42308629;52,52752742
114091;11;5;5020628;Graetschelsteig;5200633;2018;6;12;5;2;6;4;0;0;1;1;0;0;0;0;784360,9621;5826489,396;13,19129987;52,51418553
114092;11;1;1033203;Humboldthain Nordwest                                                                               ;1300836;2018;7;16;3;3;0;7;0;1;0;0;0;0;1;0;796218,7227;5830206,263;13,36884623;52,54119318
114093;11;7;7040403;Manteuffelstraße                                                                                    ;7400824;2018;3;16;6;3;2;6;0;0;1;0;0;0;0;0;797855,6406;5822161,337;13,38571487;52,46818781
114094;11;4;4020310;Park Ruhwald;4200308;2018;11;17;7;3;2;6;2;0;1;0;0;0;0;0;790440,0364;5827683,633;13,28167519;52,52168876
114095;11;3;3040818;Pankow Süd                                                                                          ;3400826;2018;6;16;5;2;0;2;0;1;1;0;0;0;0;0;799130,8742;5832326,68;13,41356905;52,55860859
114096;11;10;10010206;Ringkolonnaden;10100208;2018;5;12;3;2;2;6;0;0;1;0;1;0;0;0;808670,9692;5832804,27;13,55429795;52,55756529
114097;11;12;12103115;Breitkopfbecken;12100103;2018;12;20;1;3;2;6;2;0;1;0;0;0;0;1;795428,1807;5833573,853;13,36022075;52,57180971
114098;11;4;4030622;Richard-Wagner-Straße;4300621;2018;10;14;5;2;3;6;0;0;1;0;1;0;0;0;792685,9923;5826754,486;13,31386613;52,51215835
114099;11;3;3040513;Schönholz;3400620;2018;3;19;6;2;0;1;2;1;0;0;0;0;0;0;798007,0171;5833641,803;13,39822143;52,57101301
114100;11;2;2010101;Askanischer Platz;2100101;2018;7;15;2;3;5;3;0;0;1;0;0;0;0;0;797886,7116;5825488,43;13,38914389;52,49799442
114101;11;4;4041239;Stadion Wilmersdorf;4400830;2018;4;10;3;3;3;6;0;0;1;0;0;0;1;0;791954,2098;5823953,479;13,30065802;52,48743993
114102;11;4;4020311;Reichsstraße;4200310;2018;7;15;7;3;2;2;0;0;1;0;0;0;0;0;789803,5206;5826261,465;13,27108131;52,50927745
114103;11;6;6040701;Wannsee;6400735;2018;3;13;4;3;3;3;0;0;1;0;0;0;1;0;783572,0924;5816027,875;13,17081467;52,4207945
114104;11;3;3051017;Rennbahnstraße;3501037;2018;5;17;3;3;0;1;0;0;0;0;1;0;0;0;802727,4498;5832626,257;13,46673423;52,55930623
114105;11;5;5040935;Groß-Glienicker Weg;5400942;2018;10;13;2;3;4;6;0;1;0;0;0;0;0;0;781461,3053;5824058,901;13,14662831;52,49389638
114106;11;4;4030417;Schloßstraße;4300414;2018;3;8;5;3;2;6;0;0;1;0;0;0;0;0;790805,2211;5826506,056;13,28601312;52,51093714
