OBJECTID;LAND;BEZ;LOR;STRASSE;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
114488;11;2;2050602;Samariterviertel;2500727;2018;6;10;7;3;5;2;0;1;1;0;0;0;0;0;802177,644;5827745,738;13,45421055;52,51586785
114489;11;7;7020203;Kaiser-Wilhelm-Platz;7200411;2018;6;16;7;3;2;6;0;0;1;0;0;0;0;0;795935,0916;5824418,414;13,35952847;52,48946442
114490;11;3;3061429;Greifswalder Straße;3601449;2018;6;15;2;3;2;6;0;0;0;0;1;1;0;0;801291,3975;5830986,625;13,4441269;52,54540657
114491;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2400625;2018;8;15;4;3;2;6;0;0;1;0;0;0;1;0;801820,8468;5826375,937;13,44772636;52,50378779
114492;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;5;9;5;2;6;6;0;1;0;1;0;0;0;0;798627,5198;5817773,586;13,39312153;52,42843549
114493;11;11;11030721;Rüdigerstraße;11300725;2018;4;17;4;3;3;6;0;1;1;0;0;0;0;0;804979,9159;5827441,052;13,49510035;52,51157741
114494;11;10;10030726;Alt-Biesdorf;10300733;2018;12;20;6;3;2;6;2;0;1;0;0;0;0;0;808878,3338;5827412,24;13,55233659;52,50912584
114495;11;12;12103219;Schäfersee;12100204;2018;9;8;6;3;5;2;0;1;1;0;0;0;0;0;795559,6196;5833204,293;13,36182522;52,56842561
114496;11;4;4020313;Königin-Elisabeth-Straße;4200311;2018;9;19;6;3;6;7;1;1;0;1;0;0;0;0;790301,4983;5826357,903;13,27848233;52,50987725
114497;11;12;12214528;Tegeler Forst;12400619;2018;7;14;5;3;2;6;0;0;1;0;1;0;0;0;789301,9262;5836731,935;13,27283725;52,60341302
114498;11;4;4020310;Park Ruhwald;4200308;2018;3;15;2;3;2;6;0;0;1;0;0;0;0;0;790556,7567;5827377,035;13,28312285;52,51887791
114499;11;1;1011204;Leipziger Straße                                                                                    ;1100207;2018;7;16;5;3;2;6;0;0;1;0;0;0;0;1;798812,1881;5827209,407;13,40428103;52,51291468
114500;11;4;4020314;Messegelände;4200311;2018;3;17;2;3;2;6;0;0;1;0;0;0;0;0;790460,0497;5825435,582;13,28000728;52,50152416
114501;11;4;4010101;Jungfernheide;4100101;2018;5;14;5;3;3;6;0;0;1;0;1;0;0;0;790859,2215;5828945,872;13,28894022;52,53278123
114502;11;12;12214528;Tegeler Forst;12400619;2018;2;8;5;3;2;6;0;0;1;0;0;0;0;0;788114,988;5837395,578;13,25593727;52,60999305
114503;11;8;9010302;Späthsfelde;9100306;2018;11;21;4;2;2;6;2;0;1;0;0;1;0;0;802939,9971;5821204,888;13,45946613;52,45681974
114504;11;3;3061434;Anton-Saefkow-Park;3601451;2018;9;9;1;3;5;3;0;1;1;0;0;0;0;0;800844,5183;5830326,69;13,43695919;52,53973842
114505;11;1;1011303;Alexanderplatzviertel;1100310;2018;8;10;7;3;9;1;0;0;0;0;1;0;0;1;799790,6118;5828610,011;13,41991794;52,524932
114507;11;3;3010104;Lietzengraben;3100101;2018;10;16;2;3;2;6;0;0;1;0;0;0;0;0;800921,977;5838661,237;13,44566279;52,61439859
114508;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2400625;2018;8;3;5;3;6;6;2;1;0;1;0;0;0;0;801855,9962;5826471,537;13,44832931;52,50462522
114509;11;1;1011304;Karl-Marx-Allee;1100311;2018;4;10;6;3;3;6;0;0;1;0;1;0;0;0;799786,3142;5828197,842;13,41948327;52,52123993
114510;11;7;7040403;Manteuffelstraße                                                                                    ;7400824;2018;4;15;6;2;8;1;0;0;1;0;0;0;0;0;797577,0687;5822327,712;13,38177452;52,46983099
114511;11;1;1011303;Alexanderplatzviertel;1100310;2018;5;17;5;3;3;6;0;0;1;0;0;1;0;0;799231,3454;5828414,676;13,41152331;52,52348834
114512;11;2;2020201;Gleisdreieck/Entwicklungsgebiet;2200207;2018;12;19;5;3;2;6;2;0;1;0;0;0;0;1;796862,533;5825938,161;13,37450212;52,50258388
114513;11;9;9010202;Köpenicker Landstraße;9100203;2018;9;3;1;3;9;1;2;0;1;0;0;0;0;1;803711,5274;5824016,397;13,47334524;52,48159069
114514;11;3;3040614;Pankow Zentrum                                                                                      ;3400723;2018;9;16;3;3;3;6;0;0;0;0;1;0;1;0;798398,6137;5833438,064;13,40379907;52,56897226
114515;11;10;10030726;Alt-Biesdorf;10300733;2018;6;10;2;2;3;6;0;0;1;0;1;0;0;0;809554,4957;5827388,801;13,56224597;52,50853255
114516;11;1;1011303;Alexanderplatzviertel;1100310;2018;7;16;6;3;5;2;0;1;1;0;0;0;0;0;799571,012;5828269,929;13,41638443;52,5220044
114517;11;1;1011201;Wilhelmstraße                                                                                       ;1100205;2018;5;13;7;3;1;5;0;1;1;0;0;0;1;0;797301,5961;5826775,264;13,38169908;52,50984853
114518;11;3;3051017;Rennbahnstraße;3501037;2018;2;15;5;3;2;6;0;0;1;0;0;0;0;0;802774,2448;5832798,266;13,46757933;52,5608219
114519;11;2;2050602;Samariterviertel;2500729;2018;11;15;6;3;2;6;0;0;1;0;0;0;0;0;803267,8891;5827632,916;13,47012529;52,51425153
114521;11;7;7020203;Kaiser-Wilhelm-Platz;7200411;2018;10;15;3;3;1;5;0;0;1;0;1;0;0;0;795805,3312;5824182,291;13,35741334;52,4874181
114522;11;4;4041134;Bismarckallee;4400726;2018;8;13;1;3;2;6;0;0;1;0;0;0;0;0;790760,633;5824872,301;13,28393125;52,49631424
114523;11;4;4030417;Schloßstraße;4300414;2018;4;19;7;3;3;6;0;0;1;0;0;0;0;0;790799,8739;5826477,901;13,28590995;52,51068758
114524;11;3;3020209;Niederschönhausen;3200206;2018;3;17;7;3;0;1;0;0;1;0;0;0;0;1;797966,269;5834631,456;13,39851134;52,57990615
114525;11;9;9010101;Elsenstraße                                                                                         ;9100101;2018;5;3;1;2;5;3;2;1;1;0;0;0;0;0;802580,269;5825073,445;13,4576975;52,491693
114526;11;1;1033203;Humboldthain Nordwest                                                                               ;1300836;2018;10;11;3;3;6;7;0;0;1;1;0;0;0;0;796270,2136;5830362,029;13,36974216;52,54256147
114527;11;4;4030623;Ernst-Reuter-Platz;4300622;2018;2;15;5;3;3;2;0;0;1;0;0;0;0;0;793142,6318;5826842,202;13,32065298;52,51269946
114528;11;10;10040933;Mahlsdorf Süd                                                                                       ;10400940;2018;11;19;6;3;2;6;2;0;1;0;0;0;0;1;812809,8414;5827178,937;13,60985856;52,50479525
114529;11;2;2020202;Rathaus Yorckstraße;2200208;2018;9;18;3;3;3;6;1;0;1;0;1;0;0;0;797895,0762;5825129,566;13,38894582;52,49477307
114530;11;12;12103218;Teichstraße;12100205;2018;8;8;4;3;5;2;0;0;1;0;0;0;0;0;794372,2524;5834512,631;13,34551867;52,58079722
114531;11;11;11030721;Rüdigerstraße;11300722;2018;6;15;4;2;0;1;0;0;0;0;1;0;0;0;804143,4215;5827527,967;13,48289174;52,51282342
114532;11;6;6040703;Nikolassee;6400737;2018;7;13;3;3;2;2;0;0;1;0;0;0;0;0;785240,7079;5816187,65;13,19542188;52,42135987
114533;11;1;1011304;Karl-Marx-Allee;1100311;2018;6;0;4;3;5;3;2;1;1;0;0;0;0;0;799999,9857;5828077,04;13,42251409;52,52003963
114534;11;12;12214424;Scharnweberstraße                                                                                   ;12200411;2018;5;11;2;2;0;6;0;0;1;0;1;0;0;0;792250,7596;5832574,279;13,31258976;52,56456433
114535;11;4;4020314;Messegelände;4200311;2018;4;15;7;3;3;6;0;0;1;0;0;1;0;0;790465,4412;5825331,734;13,2799959;52,50059029
114536;11;3;3061131;Falkplatz;3601142;2018;12;18;7;3;5;2;2;1;0;0;0;0;1;1;799141,926;5830367,385;13,41196655;52,54104049
114537;11;7;7040403;Manteuffelstraße                                                                                    ;7400824;2018;10;6;3;3;2;6;2;0;1;0;0;0;0;0;797846,1507;5822370,06;13,38576192;52,47006396
114538;11;6;6040703;Nikolassee;6400737;2018;2;5;4;3;0;7;2;0;1;0;0;1;0;0;785006,9056;5817649,481;13,19323884;52,4345888
114539;11;4;4030621;Spreestadt;4300620;2018;7;8;2;3;3;6;0;1;1;0;0;0;0;0;793963,9415;5826951,772;13,33281756;52,51323968
114540;11;4;4041137;Flinsberger Platz;4400727;2018;4;12;3;3;2;6;0;0;1;0;0;0;0;0;791502,6084;5824421,034;13,29443498;52,49187286
114541;11;1;1044201;Reinickendorfer Straße                                                                              ;1401044;2018;7;14;5;2;6;4;0;1;0;1;0;0;0;0;796193,7458;5831014,162;13,36919944;52,54844875
114542;11;9;9010302;Späthsfelde;9100306;2018;3;9;3;3;2;6;0;0;1;0;0;0;1;1;803092,2608;5820916,366;13,46143828;52,4541493
114543;11;4;4010103;Paul-Hertz-Siedlung;4100102;2018;5;8;3;3;3;6;0;0;1;0;0;1;0;0;791731,8903;5829187,113;13,30198076;52,53447752
114544;11;7;7040403;Manteuffelstraße                                                                                    ;7400825;2018;10;6;2;3;2;6;2;0;1;0;0;0;0;0;797863,6978;5820463,326;13,38431797;52,45296261
114545;11;4;4020311;Reichsstraße;4200310;2018;2;19;4;2;6;4;2;0;0;1;1;0;0;0;789218,9204;5826168,886;13,26241104;52,50875772
114546;11;1;1011303;Alexanderplatzviertel;1100310;2018;11;19;4;3;6;4;2;1;0;1;0;0;0;1;799094,5443;5827618,902;13,40879746;52,51643045
114547;11;3;3061131;Falkplatz;3601142;2018;9;19;5;3;3;6;2;1;0;0;0;0;0;1;799187,0853;5830934,489;13,41314121;52,54609891
114548;11;3;3061332;Helmholtzplatz;3601347;2018;8;16;3;3;5;3;0;1;0;0;0;0;0;0;799324,8119;5830348,681;13,41463833;52,54077241
114549;11;12;12301203;Wittenau Süd                                                                                        ;12500930;2018;6;11;6;3;5;2;0;0;1;0;0;0;0;0;794097,9932;5835017,312;13,34193057;52,58546962
114550;11;3;3071633;Thälmannpark;3701657;2018;6;6;7;3;1;5;0;0;1;0;1;0;1;0;800121,9058;5830163,208;13,42618879;52,53867154
114551;11;12;12214422;Klixstraße                                                                                          ;12200310;2018;8;17;2;3;2;6;0;0;1;0;0;0;0;0;792099,0837;5832634,544;13,31041151;52,56518598
114552;11;7;7070701;Kettinger Straße/Schillerstraße                                                                     ;7601442;2018;5;12;4;3;6;4;0;1;0;1;0;0;0;0;799139,7557;5816600,771;13,39958427;52,41764279
114553;11;9;9020601;Schnellerstraße                                                                                     ;9200613;2018;4;15;3;2;2;6;0;0;1;0;0;0;0;0;805385,423;5822335,482;13,49637877;52,46559194
114554;11;2;2010101;Askanischer Platz;2100101;2018;7;18;3;3;6;2;0;0;1;1;0;0;0;0;797030,721;5825876,304;13,37691747;52,50193787
114555;11;3;3061434;Anton-Saefkow-Park;3601451;2018;2;11;4;3;2;6;0;0;1;0;0;0;0;0;800607,911;5829898,62;13,43309373;52,53603211
114556;11;7;7020203;Kaiser-Wilhelm-Platz;7200411;2018;11;9;7;3;1;5;0;1;0;0;0;0;1;0;795948,0646;5824445,538;13,35974306;52,48970053
114557;11;3;3050920;Weißer See;3500933;2018;6;13;5;3;0;6;0;0;1;0;1;0;0;1;802801,0353;5831938,215;13,46718876;52,55309857
114558;11;11;11041022;Rosenfelder Ring;11401032;2018;5;16;3;3;2;6;0;0;1;0;0;0;0;0;805603,119;5827379,345;13,50419827;52,51067559
114559;11;12;12103117;Letteplatz;12100101;2018;12;13;1;3;2;6;0;0;1;0;0;0;0;1;795838,8102;5832196,91;13,36503424;52,55924379
114560;11;2;2050801;Traveplatz;2500830;2018;10;5;4;3;0;1;2;0;0;0;1;0;0;1;802141,5988;5827682,012;13,45362311;52,51531665
114561;11;7;7050501;Rathausstraße                                                                                       ;7501030;2018;2;16;4;3;2;6;0;0;1;0;0;0;0;0;797951,9778;5819967,858;13,38517126;52,44847315
114562;11;3;3071639;Bötzowstraße;3701660;2018;7;20;2;3;3;6;0;1;0;0;0;0;0;0;800379,2383;5829577,239;13,42944198;52,53327756
114563;11;1;1011303;Alexanderplatzviertel;1100310;2018;4;5;3;3;5;2;0;0;1;0;1;0;0;0;799100,0577;5827681,931;13,40893513;52,5169924
114564;11;10;10030726;Alt-Biesdorf;10300733;2018;7;13;6;3;3;6;0;0;1;0;0;1;0;0;809585,6772;5827356,846;13,56267422;52,50822849
114565;11;1;1011204;Leipziger Straße                                                                                    ;1100207;2018;3;15;4;3;0;6;0;0;1;0;0;0;1;0;798530,766;5826999,338;13,39995793;52,5111858
114566;11;1;1011105;Nördlicher Landwehrkanal                                                                            ;1100102;2018;5;15;3;3;2;6;0;0;1;0;0;0;0;0;796767,0215;5826691,228;13,37377043;52,50938631
114567;11;1;1011105;Nördlicher Landwehrkanal                                                                            ;1100102;2018;10;17;2;3;2;6;1;0;1;0;0;0;1;1;796427,883;5826353,63;13,36848736;52,50654446
114568;11;9;9010201;Am Treptower Park Süd;9100202;2018;2;14;4;2;9;1;0;0;1;0;0;0;0;0;803104,6808;5824558,304;13,46492928;52,48678492
114569;11;2;2040703;Wriezener Bahnhof/Entwicklungsgebiet;2400625;2018;11;18;6;2;3;6;2;1;0;0;0;0;0;0;801803,8277;5826336,724;13,44744084;52,50344574
114570;11;12;12301203;Wittenau Süd                                                                                        ;12500930;2018;9;15;6;3;0;3;0;1;0;0;0;0;0;0;794065,5399;5835077,796;13,34150662;52,58602936
114571;11;11;11041022;Rosenfelder Ring;11401032;2018;8;11;4;2;5;2;0;1;1;0;0;0;0;0;805656,9675;5827375,724;13,50498594;52,51061296
114572;11;1;1011303;Alexanderplatzviertel;1100310;2018;6;4;7;3;3;6;0;1;0;0;0;0;0;0;799074,1288;5827637,288;13,40851402;52,51660646
114573;11;2;2050602;Samariterviertel;2500727;2018;6;17;1;3;0;7;0;1;0;0;0;0;1;0;802140,6829;5827876,701;13,45378645;52,51706215
114574;11;7;7060601;Marienfelder Allee Nordwest;7601236;2018;8;6;3;3;5;2;0;1;1;0;0;0;0;0;796608,2271;5815999,176;13,36193641;52,41362773
114575;11;4;4030724;Lietzensee;4300415;2018;5;14;5;3;2;6;0;0;1;0;0;0;0;0;790766,9119;5826367,36;13,28532905;52,50971415
114576;11;10;10040933;Mahlsdorf Süd                                                                                       ;10400940;2018;4;6;3;2;5;2;1;0;1;0;1;0;0;0;813054,7227;5827191,132;13,61346612;52,5047641
114577;11;4;4041134;Bismarckallee;4400726;2018;12;17;5;3;2;6;1;0;1;0;0;0;1;1;790772,9528;5824849,312;13,28409214;52,49610157
114578;11;1;2040501;Barnimkiez;2400520;2018;9;14;5;3;6;4;0;0;0;1;1;0;0;0;799796,4284;5828684,429;13,42007051;52,52559584
114579;11;6;6040702;Düppel;6400736;2018;9;8;6;3;2;6;0;0;1;0;0;0;0;1;785305,4958;5815842,031;13,19607732;52,41822721
114580;11;3;3061131;Falkplatz;3601142;2018;7;3;4;3;3;6;2;0;1;0;1;0;0;0;799166,8645;5830719,772;13,41265052;52,54418541
114581;11;1;1011303;Alexanderplatzviertel;1100310;2018;7;14;4;3;5;3;0;1;1;0;0;0;0;0;799100,0786;5827681,967;13,40893547;52,51699271
114582;11;2;2050602;Samariterviertel;2500727;2018;5;18;5;3;5;2;0;1;1;0;0;0;0;0;802145,2146;5827751,832;13,45373964;52,51594044
114583;11;3;3071633;Thälmannpark;3701657;2018;2;13;3;3;3;6;0;0;1;0;0;0;1;0;800021,0336;5830211,335;13,42474941;52,53915846
114584;11;9;9010201;Am Treptower Park Süd;9100202;2018;11;18;3;3;6;7;2;1;0;1;0;0;0;1;803014,3394;5824645,431;13,46368209;52,48761598
114585;11;2;2050602;Samariterviertel;2500727;2018;8;7;6;3;2;6;0;0;1;0;1;0;0;0;802179,496;5827736,933;13,45422977;52,51578791
114587;11;3;3061131;Falkplatz;3601142;2018;10;7;2;3;2;6;0;0;1;0;0;0;0;0;799140,6706;5830441,906;13,41201519;52,54170915
114588;11;1;1011202;Unter den Linden Nord;1100206;2018;8;23;4;3;3;6;2;1;1;0;0;0;0;0;798472,6651;5827727,583;13,39975756;52,51774532
114589;11;6;6030503;Zehlendorf Mitte                                                                                    ;6300526;2018;4;19;5;3;2;6;0;0;1;0;0;0;0;0;789618,8409;5817968,158;13,26116711;52,4350234
114590;11;4;4041239;Stadion Wilmersdorf;4400830;2018;4;17;6;3;2;6;0;0;1;0;0;0;0;0;792273,0342;5823601,056;13,30503106;52,48410994
114591;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;5;11;5;2;2;6;0;0;1;0;1;0;0;0;797473,7414;5817962,641;13,37637028;52,43075874
114592;11;6;6030503;Zehlendorf Mitte                                                                                    ;6300527;2018;12;12;5;3;6;6;0;1;0;1;0;0;0;0;790303,9928;5818374,075;13,27156991;52,43829934
114593;11;1;1011104;Körnerstraße                                                                                        ;1100104;2018;9;19;6;2;6;4;2;0;0;1;0;0;1;1;796205,8067;5825834,375;13,36476297;52,50201043
114594;11;3;3030716;Märchenland;3300517;2018;9;12;2;3;5;3;0;1;1;0;0;0;0;0;803323,4279;5833646,58;13,47643147;52,56811941
114595;11;3;3040818;Pankow Süd                                                                                          ;3400826;2018;6;16;7;2;3;6;0;1;1;0;0;0;0;0;799129,458;5832328,878;13,4135502;52,55862907
114596;11;11;11041022;Rosenfelder Ring;11401032;2018;7;10;5;3;5;2;0;1;0;0;0;0;1;0;805622,4503;5827377,984;13,50448098;52,51065256
114597;11;7;7010104;Dennewitzplatz;7100206;2018;5;20;5;2;6;4;1;0;1;1;0;0;0;0;796008,5053;5824739,029;13,36089137;52,49229866
114598;11;2;2050602;Samariterviertel;2500729;2018;2;15;3;3;6;4;0;0;1;1;0;0;0;0;803296,3404;5827613,649;13,47052572;52,51406303
114599;11;1;1033203;Humboldthain Nordwest                                                                               ;1300836;2018;11;16;4;3;5;2;1;0;1;0;0;0;0;0;796334,595;5830070,19;13,37042842;52,53991042
114601;11;4;4020310;Park Ruhwald;4200308;2018;10;18;3;3;2;6;0;0;0;0;1;0;1;0;790555,8514;5827379,668;13,28311184;52,51890199
114602;11;3;3061332;Helmholtzplatz;3701657;2018;8;3;1;3;0;3;2;1;1;0;0;0;0;0;799992,7845;5830194,828;13,42431923;52,53902605
114603;11;3;3030716;Märchenland;3300517;2018;4;4;7;2;9;1;2;0;1;0;0;0;0;0;803097,846;5833459,277;13,47294225;52,56656631
114604;11;7;7030303;Grazer Platz;7300619;2018;3;12;5;3;2;6;0;0;1;0;0;1;0;1;796060,1936;5822723,331;13,35986031;52,47420158
114605;11;2;2020202;Rathaus Yorckstraße;2200208;2018;5;22;6;3;0;3;2;0;0;0;1;1;0;0;797896,5687;5825440,614;13,3892459;52,49756043
114606;11;2;2050602;Samariterviertel;2500729;2018;10;18;2;3;2;6;1;1;1;0;0;0;0;1;803518,9813;5827606,193;13,47378973;52,51387236
114607;11;12;12103218;Teichstraße;12100205;2018;2;19;3;3;1;5;2;0;1;0;0;0;0;0;794660,5544;5833794,579;13,34912303;52,57420444
114608;11;7;7040405;Rathaus Tempelhof;7400927;2018;11;23;5;3;2;7;2;0;1;0;0;0;0;0;799273,159;5821561,987;13,40598248;52,46204081
114609;11;2;2050802;Boxhagener Platz;2500833;2018;9;15;3;3;0;1;0;1;0;0;0;0;0;0;802133,5429;5827492,331;13,45333254;52,513621
114610;11;2;2050602;Samariterviertel;2500727;2018;8;20;3;3;1;5;2;1;1;0;0;0;0;0;802132,6311;5827903,878;13,45369283;52,5173102
114611;11;4;4030622;Richard-Wagner-Straße;4300621;2018;6;12;3;2;5;2;0;1;1;0;0;0;0;0;792099,7504;5826634,762;13,30514703;52,5113993
114612;11;7;7050501;Rathausstraße                                                                                       ;7501030;2018;7;9;3;3;2;6;0;0;1;0;0;0;0;0;797992,3426;5819800,397;13,38561407;52,44695005
114613;11;9;9010402;Johannisthal Ost;9100409;2018;6;16;4;3;2;6;0;0;1;0;0;0;0;0;807065,2002;5818211,529;13,51723761;52,42769045
114614;11;2;2020201;Gleisdreieck/Entwicklungsgebiet;2200207;2018;5;13;1;3;1;1;0;0;1;0;0;0;0;0;797026,1729;5825773,347;13,37675883;52,50101744
114615;11;3;3061131;Falkplatz;3601142;2018;4;22;6;3;6;4;2;1;0;1;0;0;0;1;799182,3199;5830886,871;13,41302825;52,5456747
114616;11;2;2050602;Samariterviertel;2500728;2018;12;13;6;3;5;3;0;1;1;0;0;0;0;1;803069,3203;5827636,33;13,4672112;52,5143925
114617;11;7;7030303;Grazer Platz;7300619;2018;10;6;3;2;3;6;1;0;1;0;0;1;1;0;795409,2108;5822717,28;13,35029845;52,47449979
114618;11;3;3050925;Komponistenviertel Weißensee;3500936;2018;7;11;1;3;1;5;0;1;1;0;0;0;0;0;801603,9342;5831241,252;13,44895302;52,54751588
114619;11;7;7020203;Kaiser-Wilhelm-Platz;7200410;2018;4;15;2;3;1;5;0;1;1;0;0;0;0;1;795677,5358;5823969,51;13,35534797;52,4855799
114620;11;3;3061131;Falkplatz;3601142;2018;7;16;4;2;1;5;0;1;0;0;0;0;1;0;799173,8832;5830797,901;13,41282407;52,54488186
114621;11;3;3020209;Niederschönhausen;3200205;2018;3;16;2;3;5;3;0;1;1;0;0;0;0;0;798153,948;5836016,099;13,40251883;52,59221462
114622;11;2;2050601;Hausburgviertel;2500726;2018;5;19;1;3;2;6;1;0;1;0;0;0;0;0;801890,9673;5828389,13;13,45058255;52,52179335
114623;11;6;6040703;Nikolassee;6400737;2018;10;18;1;2;0;1;2;0;0;0;1;0;0;0;787578,6817;5821435,162;13,23422482;52,46718408
114624;11;2;2050802;Boxhagener Platz;2500834;2018;2;14;3;3;1;6;0;0;1;0;0;1;0;0;802050,5213;5827093,329;13,45175072;52,51009072
114625;11;4;4020313;Königin-Elisabeth-Straße;4200311;2018;11;9;2;3;5;2;0;0;1;0;0;0;0;0;790525,759;5826395,247;13,28181007;52,51009265
114626;11;2;2020201;Gleisdreieck/Entwicklungsgebiet;2200207;2018;9;19;4;3;3;6;0;0;1;0;1;0;0;0;797033,835;5825757,427;13,37685718;52,50087057
114627;11;7;7060601;Marienfelder Allee Nordwest;7601236;2018;8;7;3;3;2;6;0;0;0;0;1;1;0;0;796651,7538;5816010,235;13,36258431;52,41370328
114628;11;12;12302212;Rollbergesiedlung;12601032;2018;3;20;2;3;6;2;2;0;1;1;0;0;0;1;792728,3358;5837423,887;13,32389972;52,60778195
114629;11;9;9010301;Baumschulenstraße;9100305;2018;6;7;5;3;2;6;0;0;1;0;1;0;0;0;805142,1848;5822596,479;13,49304805;52,46806704
114630;11;2;2050602;Samariterviertel;2500728;2018;3;17;3;3;6;4;0;0;1;1;0;0;0;1;802682,7417;5827691,929;13,46158243;52,51510549
114631;11;11;11030721;Rüdigerstraße;11300724;2018;6;16;6;3;2;6;0;0;1;0;0;0;0;0;804272,7433;5827529,547;13,48479297;52,51276546
114632;11;12;12103218;Teichstraße;12100205;2018;8;11;1;2;1;7;0;0;1;0;0;0;1;0;795198,7566;5833727,313;13,35698194;52,57330982
114633;11;7;7050502;Fritz-Werner-Straße                                                                                 ;7501133;2018;5;9;4;3;2;6;0;0;1;0;0;0;0;0;797463,4415;5817917,143;13,37617876;52,43035649
114634;11;4;4051551;Brabanter Platz;4501148;2018;4;16;2;2;2;1;0;0;1;0;0;0;1;0;792605,9629;5823370,321;13,30971734;52,48186313
114635;11;6;6030605;Botanischer Garten;6300629;2018;12;7;3;3;0;1;1;1;0;0;0;0;0;1;792177,4758;5819558,538;13,30008827;52,44792034
114636;11;11;11010101;Dorf Malchow;11100101;2018;9;11;3;3;5;2;0;1;0;0;0;0;1;0;803730,9711;5834701,297;13,48339197;52,57734513
114637;11;7;7050506;Birnhornweg;7501135;2018;9;22;4;3;5;2;2;0;1;0;0;0;0;0;798881,0264;5817223,067;13,39634705;52,42336231
114638;11;9;9010202;Köpenicker Landstraße;9100203;2018;6;12;5;3;5;3;0;0;1;0;0;0;0;0;804104,843;5824365,269;13,47943738;52,48449864
114639;11;3;3061429;Greifswalder Straße;3601449;2018;7;10;3;2;0;3;0;1;1;0;0;0;0;0;800934,3667;5830473,336;13,4384128;52,54100321
114640;11;7;7050506;Birnhornweg;7501135;2018;7;19;3;2;1;1;0;0;1;0;1;0;0;0;799010,6924;5816850,929;13,39791568;52,41995569
114641;11;5;5020524;Weinmeisterhornweg;5200528;2018;5;6;3;3;3;2;0;0;1;0;1;0;0;0;783598,7563;5826692,822;13,18027137;52,51640636
114642;11;4;4010101;Jungfernheide;4100101;2018;2;1;2;2;8;1;2;0;0;0;0;1;0;0;790982,8098;5828997,981;13,29080269;52,53318243
114643;11;12;12214125;Waldidyll/Flughafensee;12200414;2018;11;13;2;3;2;6;0;0;1;0;0;1;0;1;791735,7009;5831101,821;13,30371834;52,55164039
114644;11;3;3010101;Bucher Forst;3100101;2018;8;12;5;3;9;1;0;0;1;0;0;0;0;0;803091,7609;5840238,441;13,47905748;52,62732864
114646;11;2;2050602;Samariterviertel;2500727;2018;10;22;6;3;5;3;2;1;1;0;0;0;0;0;802177,9154;5827744,448;13,45421337;52,51585614
114647;11;3;3061435;Conrad-Blenkle-Straße;3601452;2018;8;16;3;3;3;6;0;1;1;0;0;0;0;0;801530,6443;5829045,208;13,4458828;52,5278732
114648;11;2;2040701;Andreasviertel;2400521;2018;4;12;3;2;5;3;0;1;0;0;0;0;0;0;800471,7926;5827936,997;13,42932028;52,51852463
114649;11;10;10040933;Mahlsdorf Süd                                                                                       ;10400940;2018;4;10;5;3;5;3;0;0;1;0;0;0;0;0;812425,9845;5827173,583;13,60421652;52,5049672
114650;11;11;11041022;Rosenfelder Ring;11401032;2018;5;8;4;3;5;5;0;1;1;0;0;0;0;0;806232,6231;5827367,663;13,51343436;52,51021788
114651;11;7;7050506;Birnhornweg;7501135;2018;11;14;6;3;6;4;0;0;1;1;0;0;0;0;799070,094;5816706,95;13,39865789;52,41863263
114652;11;7;7050501;Rathausstraße                                                                                       ;7501030;2018;12;16;3;3;1;5;2;1;1;0;0;0;1;1;797999,047;5819700,261;13,3856231;52,44604879
114653;11;4;4041134;Bismarckallee;4400726;2018;9;7;5;2;2;6;0;0;1;0;1;0;0;0;790678,8881;5824978,777;13,28282343;52,49731234
114654;11;9;9020601;Schnellerstraße                                                                                     ;9200613;2018;8;8;6;3;5;3;0;1;0;0;0;0;1;0;806370,2294;5821380,99;13,50995396;52,45648613
114655;11;9;9010301;Baumschulenstraße;9100305;2018;6;12;6;3;5;3;0;1;1;0;0;0;0;0;805147,852;5822568,757;13,49310587;52,46781541
114656;11;7;7050501;Rathausstraße                                                                                       ;7501029;2018;7;22;4;3;8;1;2;1;0;0;0;0;0;0;797713,1868;5818795,048;13,38062303;52,43809019
114657;11;12;12103219;Schäfersee;12100204;2018;5;18;4;3;5;2;0;1;1;0;0;0;0;0;795562,0196;5833198,113;13,36185502;52,56836891
114658;11;7;7020202;Volkspark (Rudolf-Wilde-Park);7200308;2018;12;17;3;3;2;3;2;0;1;0;0;0;1;1;795223,509;5823525,402;13,34828776;52,48184447
114659;11;4;4030417;Schloßstraße;4300414;2018;9;18;4;2;5;3;1;0;1;0;0;0;0;0;791854,0035;5826614,8;13,30151865;52,51135189
114660;11;1;1011303;Alexanderplatzviertel;1100310;2018;9;20;5;3;0;1;1;1;0;0;0;0;0;0;799783,6372;5828664,365;13,41986444;52,52542303
114661;11;4;4010101;Jungfernheide;4100101;2018;7;23;3;3;0;1;2;0;0;0;1;0;0;0;791541,2211;5830633,123;13,30044663;52,54754275
